프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
P3,DPBOM000002093,철의장,F2,D5,,D3,2014-08-31,2014-07-27
P3,DPBOM000002094,도장,F1,D1,,D1,2014-10-14,2014-07-21
P3,DPBOM000002095,가공,F2,D2,,D3,2014-09-21,2014-09-17
P3,DPBOM000002096,재마킹,F4,D6,,D3,2014-10-12,2014-09-08
P3,DPBOM000002098,가공,F4,D7,,D3,2014-09-21,2014-09-08
P3,DPBOM000002099,공작,F2,D4,,D3,2014-10-12,2014-10-07
P3,DPBOM000002100,철의장,F2,D5,,D3,2014-08-31,2014-07-27
P3,DPBOM000002101,도장,F1,D1,,D1,2014-10-15,2014-07-21
P3,DPBOM000002102,가공,F2,D2,,D3,2014-09-21,2014-09-21
P3,DPBOM000002103,재마킹,F4,D6,,D3,2014-10-12,2014-09-08
P3,DPBOM000002105,가공,F4,D7,,D3,2014-09-21,2014-09-08
P3,DPBOM000002106,공작,F2,D4,,D3,2014-10-12,2014-10-09
P3,DPBOM000002107,철의장,F2,D5,,D3,2014-08-31,2014-07-30
P3,DPBOM000002108,도장,F1,D1,,D1,2014-10-16,2014-07-21
P3,DPBOM000002109,가공,F2,D2,,D3,2014-09-21,2014-09-17
P3,DPBOM000002110,재마킹,F4,D6,,D3,2014-10-12,2014-09-08
P3,DPBOM000002112,가공,F4,D7,,D3,2014-09-21,2014-09-08
P3,DPBOM000002113,공작,F2,D4,,D3,2014-10-12,2014-10-12
P3,DPBOM000002114,철의장,F2,D5,,D3,2014-08-31,2014-07-29
P3,DPBOM000002115,도장,F1,D1,,D1,2014-09-14,2014-07-21
P3,DPBOM000002116,가공,F2,D2,,D3,2014-07-21,2014-07-21
P3,DPBOM000002117,공작,F2,D4,,D3,2014-08-11,2014-08-06
P3,DPBOM000002118,철의장,F2,D5,,D3,2014-06-05,2014-05-26
P3,DPBOM000002119,도장,F1,D1,,D1,2014-10-13,2014-07-21
P3,DPBOM000002120,가공,F2,D2,,D3,2014-09-21,2014-09-17
P3,DPBOM000002121,공작,F2,D4,,D3,2014-10-12,2014-10-07
P3,DPBOM000002122,철의장,F2,D5,,D3,2014-08-31,2014-07-27
P3,DPBOM000002123,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000002124,가공,F2,D2,,D3,2014-09-30,2014-09-30
P3,DPBOM000002125,공작,F2,D4,,D3,2014-10-26,2014-10-16
P3,DPBOM000002126,철의장,F2,D5,,D3,2014-09-11,2014-07-21
P3,DPBOM000002127,가공,F2,D2,,D3,2014-09-18,2014-09-11
P3,DPBOM000002128,공작,F2,D4,,D3,2014-10-09,2014-10-08
P3,DPBOM000002129,철의장,F2,D5,,D3,2014-08-20,2014-08-19
P3,DPBOM000002130,가공,F2,D2,,D3,2014-09-18,2014-09-11
P3,DPBOM000002131,공작,F2,D4,,D3,2014-10-09,2014-10-08
P3,DPBOM000002132,가공,F2,D2,,D3,2014-09-18,2014-09-18
P3,DPBOM000002133,공작,F2,D4,,D3,2014-10-09,2014-10-11
P3,DPBOM000002134,철의장,F2,D5,,D3,2014-08-20,2014-08-20
P3,DPBOM000001232,도장,F1,D1,,D1,2014-04-16,2014-07-21
P3,DPBOM000000789,가공,F4,D2,,D3,2014-07-08,2014-07-06
P3,DPBOM000000790,공작,F4,D4,,D3,2014-07-19,2014-07-10
