No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
4111,DPBOM000004111,Supp 제작,F2,,D4,2022-03-28,2022-03-27
4112,DPBOM000004112,의장(설치),F1,D1,D3,2022-04-08,2022-04-08
4113,DPBOM000004113,철의장,F1,D1,D3,2022-04-02,2022-03-31
4114,DPBOM000002660,의장(설치),F7,,D3,2022-10-13,2022-09-16
4115,DPBOM000002648,의장(설치),F7,,D3,2022-10-13,2022-09-16
4116,DPBOM000001613,철의장,F7,,D3,2022-09-18,2022-05-20
4117,DPBOM000001646,철의장,F7,,D3,2022-09-17,2022-06-27
4118,DPBOM000004118,의장(설치),F2,,D4,2022-10-09,2022-04-04
4119,DPBOM000001052,의장(설치),F2,,D4,2022-10-13,2022-06-17
4120,DPBOM000001671,제작,F2,,D4,2022-09-17,2022-06-20
4121,DPBOM000001053,Supp 제작,F2,,D4,2022-09-17,2022-06-20
4122,DPBOM000001054,의장(설치),F2,,D4,2022-09-26,2022-06-17
4123,DPBOM000001055,제작,F2,,D4,2022-09-02,2022-06-20
4124,DPBOM000001056,Supp 제작,F2,,D4,2022-09-02,2022-06-20
4125,DPBOM000002663,의장(설치),F1,D1,D3,2022-10-13,2022-06-23
4126,DPBOM000001697,의장(설치),F1,D1,D3,2022-10-13,2022-06-23
4127,DPBOM000001685,의장(설치),F1,D1,D3,2022-09-26,2022-06-23
4128,DPBOM000001672,철의장,F1,D1,D3,2022-09-12,2022-03-27
4129,DPBOM000001647,철의장,F1,D1,D3,2022-09-03,2022-05-13
4130,DPBOM000004130,의장(설치),F2,,D4,2022-07-09,2022-04-04
4131,DPBOM000004131,의장(설치),F2,,D4,2022-06-10,2022-04-04
4132,DPBOM000001863,계획,F2,,D4,2022-03-28,2022-03-26
4133,DPBOM000004133,의장,F1,D1,D3,2022-05-08,2022-05-01
4134,DPBOM000004134,의장,F1,D1,D3,2022-05-08,2022-05-02
4135,DPBOM000004135,철의장,F1,D1,D3,2022-02-27,2022-03-24
4136,DPBOM000004136,의장(설치),F2,,D4,2022-04-28,2022-04-04
4137,DPBOM000001636,의장(설치),F2,,D4,2022-04-28,2022-04-08
4138,DPBOM000001524,제작,F2,,D4,2022-04-01,2022-03-31
4139,DPBOM000001637,의장(설치),F1,D1,D3,2022-04-28,2022-04-18
4140,DPBOM000001525,철의장,F1,D1,D3,2022-04-01,2022-03-27
4141,DPBOM000004141,의장(설치),F2,,D4,2022-04-28,2022-04-04
4142,DPBOM000001638,의장(설치),F2,,D4,2022-04-28,2022-04-08
4143,DPBOM000001526,제작,F2,,D4,2022-04-01,2022-03-31
4144,DPBOM000001639,의장(설치),F1,D1,D3,2022-04-28,2022-04-18
4145,DPBOM000001527,철의장,F1,D1,D3,2022-04-01,2022-03-27
4146,DPBOM000004146,계획,F2,,D4,2022-06-11,2022-06-05
4147,DPBOM000001449,의장,F1,D1,D3,2022-08-12,2022-05-01
4148,DPBOM000004148,의장,F1,D1,D3,2022-08-12,2022-05-02
4149,DPBOM000001234,철의장,F1,D1,D3,2022-06-24,2022-03-24
4150,DPBOM000004150,의장(설치),F7,,D3,2022-08-11,2022-04-01
4151,DPBOM000004151,철의장,F7,,D3,2022-07-10,2022-02-26
4152,DPBOM000001964,의장(설치),F2,,D4,2022-08-11,2022-04-04
4153,DPBOM000001640,의장(설치),F2,,D4,2022-08-13,2022-06-17
4154,DPBOM000001528,제작,F2,,D4,2022-07-11,2022-05-27
4155,DPBOM000001641,의장(설치),F1,D1,D3,2022-08-11,2022-04-18
4156,DPBOM000004156,의장(설치),F1,D1,D3,2022-08-18,2022-04-28
4157,DPBOM000001530,철의장,F1,D1,D3,2022-07-09,2022-03-27
4158,DPBOM000004158,철의장,F1,D1,D3,2022-07-09,2022-03-31
4159,DPBOM000001965,의장(설치),F2,,D4,2022-08-19,2022-04-04
4160,DPBOM000001642,의장(설치),F2,,D4,2022-08-18,2022-06-17
4161,DPBOM000001531,제작,F2,,D4,2022-07-23,2022-05-27
4162,DPBOM000001643,의장(설치),F1,D1,D3,2022-08-19,2022-04-18
4163,DPBOM000004163,의장(설치),F1,D1,D3,2022-08-20,2022-04-28
4164,DPBOM000001533,철의장,F1,D1,D3,2022-07-24,2022-03-27
4165,DPBOM000001912,의장(설치),F7,,D3,2022-08-01,2022-04-01
4166,DPBOM000001430,철의장,F7,,D3,2022-07-01,2022-02-26
4167,DPBOM000004167,의장(설치),F2,,D4,2022-08-01,2022-04-04
4168,DPBOM000004168,의장(설치),F2,,D4,2022-08-05,2022-06-17
4169,DPBOM000004169,제작,F2,,D4,2022-07-03,2022-05-27
4170,DPBOM000004170,Supp 제작,F2,,D4,2022-07-03,2022-05-27
4171,DPBOM000004171,의장(설치),F1,D1,D3,2022-08-07,2022-04-28
4172,DPBOM000004172,철의장,F1,D1,D3,2022-07-01,2022-03-31
4173,DPBOM000004173,의장(설치),F2,,D4,2022-08-12,2022-04-04
4174,DPBOM000004174,의장(설치),F2,,D4,2022-08-08,2022-06-17
4175,DPBOM000004175,제작,F2,,D4,2022-07-08,2022-05-27
4176,DPBOM000004176,Supp 제작,F2,,D4,2022-07-08,2022-05-27
4177,DPBOM000004177,의장(설치),F1,D1,D3,2022-08-12,2022-04-28
4178,DPBOM000004178,철의장,F1,D1,D3,2022-07-10,2022-03-31
4179,DPBOM000002654,의장(설치),F7,,D3,2022-10-06,2022-09-16
4180,DPBOM000002647,의장(설치),F7,,D3,2022-10-06,2022-09-16
4181,DPBOM000001593,철의장,F7,,D3,2022-09-09,2022-05-20
4182,DPBOM000001648,철의장,F7,,D3,2022-09-09,2022-06-27
4183,DPBOM000004183,의장(설치),F2,,D4,2022-10-06,2022-04-04
4184,DPBOM000001058,의장(설치),F2,,D4,2022-10-06,2022-06-17
4185,DPBOM000001674,제작,F2,,D4,2022-09-09,2022-06-20
4186,DPBOM000001059,Supp 제작,F2,,D4,2022-09-09,2022-06-20
4187,DPBOM000001060,의장(설치),F2,,D4,2022-09-19,2022-06-17
4188,DPBOM000001061,제작,F2,,D4,2022-08-20,2022-06-20
4189,DPBOM000001062,Supp 제작,F2,,D4,2022-08-20,2022-06-20
4190,DPBOM000002655,의장(설치),F1,D1,D3,2022-10-06,2022-06-23
4191,DPBOM000001698,의장(설치),F1,D1,D3,2022-10-06,2022-06-19
4192,DPBOM000001699,의장(설치),F1,D1,D3,2022-10-06,2022-06-23
4193,DPBOM000001686,의장(설치),F1,D1,D3,2022-09-19,2022-06-23
4194,DPBOM000004194,철의장,F1,D1,D3,2022-09-09,2022-05-28
4195,DPBOM000001675,철의장,F1,D1,D3,2022-09-09,2022-03-27
4196,DPBOM000001649,철의장,F1,D1,D3,2022-08-20,2022-05-13
4197,DPBOM000002122,계획,F2,,D4,2022-06-18,2022-06-05
4198,DPBOM000004198,의장,F1,D1,D3,2022-08-04,2022-05-01
4199,DPBOM000004199,철의장,F1,D1,D3,2022-06-24,2022-03-24
4200,DPBOM000004200,의장(설치),F2,,D4,2022-08-19,2022-04-04
4201,DPBOM000001644,의장(설치),F2,,D4,2022-08-18,2022-06-17
4202,DPBOM000001534,제작,F2,,D4,2022-07-23,2022-05-27
4203,DPBOM000001573,의장(설치),F1,D1,D3,2022-08-19,2022-04-18
4204,DPBOM000001418,철의장,F1,D1,D3,2022-07-24,2022-03-27
4205,DPBOM000004205,의장(설치),F2,,D4,2022-08-20,2022-04-04
4206,DPBOM000001645,의장(설치),F2,,D4,2022-08-19,2022-06-17
4207,DPBOM000001535,제작,F2,,D4,2022-07-24,2022-05-27
4208,DPBOM000001581,의장(설치),F1,D1,D3,2022-08-20,2022-04-18
4209,DPBOM000001445,철의장,F1,D1,D3,2022-07-25,2022-03-27
4210,DPBOM000004210,의장(설치),F2,,D4,2022-08-12,2022-06-17
4211,DPBOM000004211,제작,F2,,D4,2022-07-07,2022-05-20
4212,DPBOM000004212,Supp 제작,F2,,D4,2022-07-07,2022-05-20
4213,DPBOM000004213,의장(설치),F7,,D3,2022-10-07,2022-09-16
4214,DPBOM000004214,의장(설치),F7,,D3,2022-10-07,2022-09-16
4215,DPBOM000004215,철의장,F7,,D3,2022-09-10,2022-05-20
4216,DPBOM000004216,철의장,F7,,D3,2022-09-10,2022-06-27
4217,DPBOM000002639,의장(설치),F2,,D4,2022-09-18,2022-06-27
4218,DPBOM000000286,제작,F2,,D4,2022-08-19,2022-06-27
4219,DPBOM000000287,Supp 제작,F2,,D4,2022-08-19,2022-06-27
4220,DPBOM000002627,의장(설치),F2,,D4,2022-09-03,2022-06-27
4221,DPBOM000000202,제작,F2,,D4,2022-08-05,2022-06-27
4222,DPBOM000000203,Supp 제작,F2,,D4,2022-08-05,2022-06-27
4223,DPBOM000004223,의장(설치),F1,D1,D3,2022-09-18,2022-06-23
4224,DPBOM000004224,철의장,F1,D1,D3,2022-08-19,2022-03-27
4225,DPBOM000004225,계획,F2,,D4,2022-04-24,2022-04-23
4226,DPBOM000004226,의장,F2,,D4,2022-06-12,2022-03-13
4227,DPBOM000004227,의장(설치),F7,,D3,2022-07-22,2022-04-28
4228,DPBOM000004228,철의장,F7,,D3,2022-06-04,2022-02-26
4229,DPBOM000004229,의장(설치),F5,,D7,2022-08-01,2022-07-29
4230,DPBOM000004230,철의장,F5,,D7,2022-07-04,2022-04-24
4231,DPBOM000004231,의장(설치),F2,,D4,2022-07-04,2022-04-04
4232,DPBOM000004232,의장(설치),F2,,D4,2022-07-22,2022-04-28
4233,DPBOM000004233,의장(설치),F2,,D4,2022-07-22,2022-05-14
4234,DPBOM000004234,제작,F2,,D4,2022-06-11,2022-03-25
4235,DPBOM000004235,제작,F2,,D4,2022-06-20,2022-05-07
4236,DPBOM000004236,Supp 제작,F2,,D4,2022-06-11,2022-03-27
4237,DPBOM000004237,Supp 제작,F2,,D4,2022-06-20,2022-05-07
4238,DPBOM000004238,의장(설치),F2,,D4,2022-07-01,2022-04-28
4239,DPBOM000004239,제작,F2,,D4,2022-05-28,2022-03-25
4240,DPBOM000004240,Supp 제작,F2,,D4,2022-05-28,2022-04-01
4241,DPBOM000004241,의장(설치),F2,,D4,2022-08-06,2022-04-28
4242,DPBOM000004242,의장(설치),F1,D1,D3,2022-07-22,2022-05-06
4243,DPBOM000004243,의장(설치),F4,,D6,2022-08-06,2022-05-08
4244,DPBOM000004244,의장(설치),F4,,D6,2022-07-22,2022-05-08
4245,DPBOM000004245,철의장,F1,D1,D3,2022-06-04,2022-03-17
4246,DPBOM000002057,의장(설치),F7,,D3,2022-06-12,2022-04-28
4247,DPBOM000000129,철의장,F7,,D3,2022-05-08,2022-03-12
4248,DPBOM000002048,의장(설치),F2,,D4,2022-06-25,2022-04-28
4249,DPBOM000000150,제작,F2,,D4,2022-05-08,2022-03-13
4250,DPBOM000000151,Supp 제작,F2,,D4,2022-05-08,2022-03-17
4251,DPBOM000002058,의장(설치),F7,,D3,2022-06-12,2022-04-28
4252,DPBOM000000141,철의장,F7,,D3,2022-05-08,2022-03-12
4253,DPBOM000004253,의장(설치),F2,,D4,2022-06-20,2022-04-04
4254,DPBOM000002049,의장(설치),F2,,D4,2022-06-25,2022-04-28
4255,DPBOM000000170,제작,F2,,D4,2022-05-08,2022-03-13
4256,DPBOM000000171,Supp 제작,F2,,D4,2022-05-08,2022-03-17
4257,DPBOM000002053,의장(설치),F2,,D4,2022-07-01,2022-04-28
4258,DPBOM000000152,제작,F2,,D4,2022-05-22,2022-03-13
4259,DPBOM000000153,Supp 제작,F2,,D4,2022-05-22,2022-03-17
4260,DPBOM000002054,의장(설치),F2,,D4,2022-07-01,2022-04-28
4261,DPBOM000000172,제작,F2,,D4,2022-05-22,2022-03-13
4262,DPBOM000000173,Supp 제작,F2,,D4,2022-05-22,2022-03-17
4263,DPBOM000004263,계획,F5,,D7,2022-03-28,2022-03-27
4264,DPBOM000004264,계획,F3,,D5,2022-03-28,2022-03-27
4265,DPBOM000004265,철의장,F3,,D5,2022-03-11,2022-01-29
4266,DPBOM000004266,의장(설치),F7,,D3,2022-05-06,2022-04-28
4267,DPBOM000000231,의장(설치),F8,,D5,2022-05-06,2022-04-03
4268,DPBOM000004268,철의장,F7,,D3,2022-04-09,2022-04-03
4269,DPBOM000002104,의장(설치),F5,,D7,2022-05-28,2022-05-28
4270,DPBOM000000155,철의장,F5,,D7,2022-05-05,2022-03-10
4271,DPBOM000002051,의장(설치),F2,,D4,2022-05-06,2022-04-28
4272,DPBOM000000156,제작,F2,,D4,2022-04-10,2022-03-10
4273,DPBOM000000158,Supp 제작,F2,,D4,2022-04-10,2022-03-10
4274,DPBOM000000164,의장(설치),F3,,D5,2022-05-13,2022-05-08
4275,DPBOM000000120,제작,F3,,D5,2022-04-18,2022-02-18
4276,DPBOM000000121,Supp 제작,F3,,D5,2022-04-18,2022-02-18
4277,DPBOM000002105,의장(설치),F4,,D6,2022-05-28,2022-05-08
4278,DPBOM000002036,의장(설치),F4,,D6,2022-05-13,2022-05-08
4279,DPBOM000000122,철의장,F4,,D6,2022-04-18,2022-02-20
4280,DPBOM000000078,의장(설치),F3,,D5,2022-04-09,2022-04-03
4281,DPBOM000000054,제작,F3,,D5,2022-03-17,2022-02-06
4282,DPBOM000000079,의장(설치),F3,,D5,2022-04-09,2022-04-03
4283,DPBOM000000056,제작,F3,,D5,2022-03-17,2022-02-06
4284,DPBOM000000057,Supp 제작,F3,,D5,2022-03-17,2022-02-06
4285,DPBOM000004285,의장(설치),F3,,D5,2022-04-18,2022-04-11
4286,DPBOM000004286,제작,F3,,D5,2022-03-25,2022-02-17
4287,DPBOM000004287,Supp 제작,F3,,D5,2022-03-25,2022-02-17
4288,DPBOM000004288,의장(설치),F3,,D5,2022-04-15,2022-04-11
4289,DPBOM000004289,제작,F3,,D5,2022-03-25,2022-02-17
4290,DPBOM000004290,의장(설치),F5,,D7,2022-07-22,
4291,DPBOM000004291,의장(설치),F8,,D5,2022-07-22,2022-04-04
4292,DPBOM000004292,의장(설치),F8,,D5,2022-07-22,2022-04-04
4293,DPBOM000004293,의장(설치),F5,,D7,2022-07-22,2022-07-21
4294,DPBOM000002572,의장(설치),F5,,D7,2022-07-22,2022-07-21
4295,DPBOM000004295,철의장,F5,,D7,2022-06-20,2022-04-16
4296,DPBOM000001834,의장(설치),F4,,D6,2022-07-22,2022-07-07
4297,DPBOM000004297,철의장,F4,,D6,2022-06-20,2022-05-14
4298,DPBOM000004298,의장(설치),F11,,D6,2022-07-22,2022-07-21
4299,DPBOM000004299,철의장,F11,,D6,2022-06-20,2022-04-14
4300,DPBOM000001456,의장(설치),F3,,D5,2022-07-22,2022-07-09
4301,DPBOM000001235,제작,F3,,D5,2022-06-20,2022-05-15
4302,DPBOM000001236,Supp 제작,F3,,D5,2022-06-20,2022-05-15
4303,DPBOM000002573,의장(설치),F4,,D6,2022-07-22,2022-07-02
4304,DPBOM000001237,철의장,F4,,D6,2022-06-20,2022-04-07
4305,DPBOM000004305,계획,F3,,D5,2022-03-27,2022-03-27
4306,DPBOM000004306,의장,F4,,D6,2022-05-21,2022-05-13
4307,DPBOM000004307,철의장,F4,,D6,2022-03-25,2022-02-18
4308,DPBOM000000312,의장(설치),F8,,D5,2022-06-13,2022-04-03
4309,DPBOM000000174,철의장,F8,,D5,2022-05-21,2022-04-01
4310,DPBOM000002127,의장(설치),F5,,D7,2022-06-11,2022-06-09
4311,DPBOM000002146,의장(설치),F5,,D7,2022-06-25,2022-06-17
4312,DPBOM000000175,철의장,F5,,D7,2022-06-03,2022-03-17
4313,DPBOM000000220,의장(설치),F3,,D5,2022-06-11,2022-05-08
4314,DPBOM000000145,제작,F3,,D5,2022-05-20,2022-02-25
4315,DPBOM000000146,Supp 제작,F3,,D5,2022-05-20,2022-02-25
4316,DPBOM000002147,의장(설치),F4,,D6,2022-06-25,2022-05-08
4317,DPBOM000002062,의장(설치),F4,,D6,2022-06-11,2022-05-08
4318,DPBOM000000063,철의장,F4,,D6,2022-06-03,2022-03-21
4319,DPBOM000000147,철의장,F4,,D6,2022-05-20,2022-03-21
4320,DPBOM000000375,의장(설치),F3,,D5,2022-05-28,2022-04-03
4321,DPBOM000000193,제작,F3,,D5,2022-05-02,2022-03-25
4322,DPBOM000000314,의장(설치),F3,,D5,2022-05-28,2022-04-03
4323,DPBOM000000177,제작,F3,,D5,2022-05-02,2022-03-25
4324,DPBOM000004324,Supp 제작,F3,,D5,2022-05-02,2022-03-25
4325,DPBOM000004325,의장(설치),F4,,D6,2022-05-28,2022-05-08
4326,DPBOM000004326,철의장,F4,,D6,2022-04-29,2022-03-20
4327,DPBOM000000315,의장(설치),F3,,D5,2022-05-28,2022-04-03
4328,DPBOM000000178,제작,F3,,D5,2022-05-02,2022-03-25
4329,DPBOM000004329,Supp 제작,F3,,D5,2022-05-02,2022-03-25
4330,DPBOM000004330,의장(설치),F4,,D6,2022-05-28,2022-05-08
4331,DPBOM000004331,철의장,F4,,D6,2022-04-29,2022-03-20
4332,DPBOM000004332,의장(설치),F3,,D5,2022-06-02,2022-04-11
4333,DPBOM000004333,제작,F3,,D5,2022-04-25,2022-02-27
4334,DPBOM000004334,의장(설치),F3,,D5,2022-06-02,2022-04-11
4335,DPBOM000004335,제작,F3,,D5,2022-04-25,2022-02-27
4336,DPBOM000004336,계획,F5,,D7,2022-04-01,2022-03-31
4337,DPBOM000004337,계획,F3,,D5,2022-03-28,2022-03-27
4338,DPBOM000004338,의장(설치),F8,,D5,2022-06-13,2022-04-03
4339,DPBOM000004339,철의장,F8,,D5,2022-05-21,2022-04-01
4340,DPBOM000004340,의장(설치),F5,,D7,2022-06-13,2022-06-09
4341,DPBOM000004341,철의장,F5,,D7,2022-05-22,2022-03-12
4342,DPBOM000004342,의장(설치),F5,,D7,2022-07-01,2022-06-23
4343,DPBOM000004343,철의장,F5,,D7,2022-06-09,2022-03-17
4344,DPBOM000004344,의장(설치),F3,,D5,2022-07-01,2022-06-12
4345,DPBOM000004345,제작,F3,,D5,2022-06-06,2022-03-24
4346,DPBOM000004346,Supp 제작,F3,,D5,2022-06-06,2022-03-24
4347,DPBOM000004347,의장(설치),F3,,D5,2022-06-17,2022-06-12
4348,DPBOM000004348,제작,F3,,D5,2022-05-26,2022-03-20
4349,DPBOM000004349,Supp 제작,F3,,D5,2022-05-26,2022-03-20
4350,DPBOM000004350,의장(설치),F4,,D6,2022-07-01,2022-05-08
4351,DPBOM000004351,의장(설치),F4,,D6,2022-06-17,2022-05-08
4352,DPBOM000004352,철의장,F4,,D6,2022-06-09,2022-03-17
4353,DPBOM000004353,철의장,F4,,D6,2022-05-26,2022-03-21
4354,DPBOM000004354,의장(설치),F3,,D5,2022-05-29,2022-04-03
4355,DPBOM000004355,제작,F3,,D5,2022-05-05,2022-03-25
4356,DPBOM000004356,Supp 제작,F3,,D5,2022-05-05,2022-03-25
4357,DPBOM000004357,철의장,F4,,D6,2022-05-06,2022-03-20
4358,DPBOM000004358,의장(설치),F3,,D5,2022-05-27,2022-04-11
4359,DPBOM000004359,제작,F3,,D5,2022-05-02,2022-02-27
4360,DPBOM000004360,의장(설치),F3,,D5,2022-06-02,2022-04-11
4361,DPBOM000004361,제작,F3,,D5,2022-05-08,2022-02-27
4362,DPBOM000004362,계획,F2,,D4,2022-04-07,2022-04-01
4363,DPBOM000004363,계획,F5,,D7,2022-04-07,2022-03-31
4364,DPBOM000004364,계획,F3,,D5,2022-04-07,2022-04-01
4365,DPBOM000004365,의장,F4,,D6,2022-05-30,2022-05-27
4366,DPBOM000004366,철의장,F4,,D6,2022-04-16,2022-03-11
4367,DPBOM000004367,의장(설치),F7,,D3,2022-06-02,2022-04-28
4368,DPBOM000004368,의장(설치),F8,,D5,2022-06-02,2022-04-04
4369,DPBOM000004369,철의장,F7,,D3,2022-05-01,2022-03-12
4370,DPBOM000004370,철의장,F8,,D5,2022-05-07,2022-03-31
4371,DPBOM000004371,의장(설치),F5,,D7,2022-06-02,2022-05-28
4372,DPBOM000004372,철의장,F5,,D7,2022-05-07,2022-04-04
4373,DPBOM000002574,의장(설치),F5,,D7,2022-06-11,2022-06-09
4374,DPBOM000000376,철의장,F5,,D7,2022-05-16,2022-03-17
4375,DPBOM000004375,의장(설치),F3,,D5,2022-06-02,2022-05-02
4376,DPBOM000004376,제작,F3,,D5,2022-05-07,2022-04-01
4377,DPBOM000004377,Supp 제작,F3,,D5,2022-05-07,2022-04-07
4378,DPBOM000004378,의장(설치),F2,,D4,2022-06-02,2022-04-04
4379,DPBOM000004379,의장(설치),F2,,D4,2022-06-11,2022-04-28
4380,DPBOM000004380,의장(설치),F3,,D5,2022-06-11,2022-05-02
4381,DPBOM000004381,제작,F2,,D4,2022-05-16,2022-03-13
4382,DPBOM000004382,제작,F3,,D5,2022-05-16,2022-04-01
4383,DPBOM000004383,Supp 제작,F2,,D4,2022-05-01,2022-03-17
4384,DPBOM000004384,의장(설치),F4,,D6,2022-06-11,2022-05-16
4385,DPBOM000004385,철의장,F4,,D6,2022-05-16,2022-03-17
4386,DPBOM000004386,의장(설치),F7,,D3,2022-05-29,2022-04-28
4387,DPBOM000004387,의장(설치),F8,,D5,2022-05-29,2022-04-04
4388,DPBOM000004388,철의장,F7,,D3,2022-05-01,2022-03-12
4389,DPBOM000004389,철의장,F8,,D5,2022-05-05,2022-03-31
4390,DPBOM000004390,의장(설치),F5,,D7,2022-05-29,2022-05-28
4391,DPBOM000004391,철의장,F5,,D7,2022-05-05,2022-04-04
4392,DPBOM000002575,의장(설치),F5,,D7,2022-06-09,2022-06-09
4393,DPBOM000000933,철의장,F5,,D7,2022-05-16,2022-03-17
4394,DPBOM000004394,의장(설치),F3,,D5,2022-05-29,2022-05-02
4395,DPBOM000004395,제작,F3,,D5,2022-05-05,2022-04-01
4396,DPBOM000004396,Supp 제작,F3,,D5,2022-05-05,2022-04-07
4397,DPBOM000004397,의장(설치),F2,,D4,2022-05-29,2022-04-28
4398,DPBOM000004398,의장(설치),F3,,D5,2022-06-09,2022-05-02
4399,DPBOM000004399,제작,F2,,D4,2022-05-01,2022-03-13
4400,DPBOM000004400,제작,F3,,D5,2022-05-14,2022-04-01
4401,DPBOM000004401,Supp 제작,F2,,D4,2022-05-01,2022-03-17
4402,DPBOM000004402,의장(설치),F4,,D6,2022-06-09,2022-05-16
4403,DPBOM000004403,철의장,F4,,D6,2022-05-16,2022-03-11
4404,DPBOM000004404,의장(설치),F5,,D7,2022-08-14,
4405,DPBOM000004405,의장(설치),F8,,D5,2022-08-11,2022-04-04
4406,DPBOM000004406,의장(설치),F5,,D7,2022-08-11,2022-07-21
4407,DPBOM000004407,철의장,F5,,D7,2022-07-09,2022-04-16
4408,DPBOM000004408,의장(설치),F4,,D6,2022-08-14,2022-08-11
4409,DPBOM000004409,의장(설치),F3,,D5,2022-08-11,2022-07-09
4410,DPBOM000004410,제작,F3,,D5,2022-07-09,2022-05-15
4411,DPBOM000004411,Supp 제작,F3,,D5,2022-07-09,2022-05-15
4412,DPBOM000004412,의장(설치),F3,,D5,2022-07-31,2022-07-25
4413,DPBOM000004413,제작,F3,,D5,2022-06-25,2022-05-16
4414,DPBOM000004414,Supp 제작,F3,,D5,2022-06-25,2022-06-17
4415,DPBOM000004415,의장(설치),F4,,D6,2022-08-11,2022-07-02
4416,DPBOM000004416,의장(설치),F4,,D6,2022-07-31,2022-07-02
4417,DPBOM000004417,철의장,F4,,D6,2022-07-09,2022-05-13
4418,DPBOM000004418,철의장,F4,,D6,2022-06-25,2022-05-16
4419,DPBOM000004419,의장(설치),F5,,D7,2022-08-14,
4420,DPBOM000004420,의장(설치),F8,,D5,2022-08-11,2022-04-04
4421,DPBOM000004421,의장(설치),F5,,D7,2022-08-11,2022-07-21
4422,DPBOM000004422,철의장,F5,,D7,2022-07-09,2022-04-16
4423,DPBOM000004423,의장(설치),F4,,D6,2022-08-14,2022-08-11
4424,DPBOM000004424,의장(설치),F3,,D5,2022-08-11,2022-07-09
4425,DPBOM000004425,제작,F3,,D5,2022-07-09,2022-05-15
4426,DPBOM000004426,Supp 제작,F3,,D5,2022-07-09,2022-05-15
4427,DPBOM000004427,의장(설치),F3,,D5,2022-07-31,2022-07-25
4428,DPBOM000004428,제작,F3,,D5,2022-06-25,2022-05-16
4429,DPBOM000004429,Supp 제작,F3,,D5,2022-06-25,2022-06-17
4430,DPBOM000004430,의장(설치),F4,,D6,2022-08-11,2022-07-02
4431,DPBOM000004431,의장(설치),F4,,D6,2022-07-31,2022-07-02
4432,DPBOM000004432,철의장,F4,,D6,2022-07-09,2022-04-07
4433,DPBOM000004433,철의장,F4,,D6,2022-06-25,2022-05-16
4434,DPBOM000000103,계획,F5,,D7,2022-04-09,2022-03-31
4435,DPBOM000000104,계획,F3,,D5,2022-04-09,2022-04-01
4436,DPBOM000000633,의장(설치),F8,,D5,2022-06-04,2022-04-04
4437,DPBOM000000316,철의장,F8,,D5,2022-05-09,2022-04-01
4438,DPBOM000002107,의장(설치),F5,,D7,2022-06-04,2022-05-28
4439,DPBOM000000317,철의장,F5,,D7,2022-05-09,2022-04-04
4440,DPBOM000002131,의장(설치),F5,,D7,2022-06-12,2022-06-09
4441,DPBOM000000318,철의장,F5,,D7,2022-05-21,2022-03-17
4442,DPBOM000000634,의장(설치),F3,,D5,2022-06-04,2022-05-02
4443,DPBOM000000319,제작,F3,,D5,2022-05-09,2022-04-01
4444,DPBOM000000320,Supp 제작,F3,,D5,2022-05-09,2022-04-07
4445,DPBOM000000635,의장(설치),F3,,D5,2022-06-12,2022-05-02
4446,DPBOM000000322,제작,F3,,D5,2022-05-20,2022-04-01
4447,DPBOM000002132,의장(설치),F4,,D6,2022-06-12,2022-05-16
4448,DPBOM000000324,철의장,F4,,D6,2022-05-21,2022-03-17
4449,DPBOM000000663,의장(설치),F8,,D5,2022-06-04,2022-04-04
4450,DPBOM000000381,철의장,F8,,D5,2022-05-09,2022-04-02
4451,DPBOM000002111,의장(설치),F5,,D7,2022-06-04,2022-05-28
4452,DPBOM000000325,철의장,F5,,D7,2022-05-09,2022-04-04
4453,DPBOM000002133,의장(설치),F5,,D7,2022-06-12,2022-06-09
4454,DPBOM000000382,철의장,F5,,D7,2022-05-21,2022-03-17
4455,DPBOM000000664,의장(설치),F3,,D5,2022-06-04,2022-05-02
4456,DPBOM000000384,Supp 제작,F3,,D5,2022-05-09,2022-04-07
4457,DPBOM000000665,의장(설치),F3,,D5,2022-06-12,2022-05-02
4458,DPBOM000000386,제작,F3,,D5,2022-05-20,2022-04-01
4459,DPBOM000002134,의장(설치),F4,,D6,2022-06-12,2022-05-16
4460,DPBOM000000389,철의장,F4,,D6,2022-05-21,2022-03-17
4461,DPBOM000004461,계획,F2,,D4,2022-04-01,2022-04-01
4462,DPBOM000004462,계획,F5,,D7,2022-04-01,2022-03-31
4463,DPBOM000004463,계획,F3,,D5,2022-04-01,2022-04-01
4464,DPBOM000004464,의장,F4,,D6,2022-05-26,2022-05-16
4465,DPBOM000004465,철의장,F4,,D6,2022-04-10,2022-03-11
4466,DPBOM000004466,의장(설치),F7,,D3,2022-05-12,2022-04-28
4467,DPBOM000004467,의장(설치),F8,,D5,2022-05-12,2022-04-04
4468,DPBOM000004468,철의장,F7,,D3,2022-04-18,2022-03-12
4469,DPBOM000004469,철의장,F8,,D5,2022-04-18,2022-03-13
4470,DPBOM000004470,의장(설치),F5,,D7,2022-05-12,2022-05-09
4471,DPBOM000004471,철의장,F5,,D7,2022-04-18,2022-03-10
4472,DPBOM000004472,의장(설치),F5,,D7,2022-05-20,2022-05-14
4473,DPBOM000004473,철의장,F5,,D7,2022-04-28,2022-03-12
4474,DPBOM000004474,의장(설치),F3,,D5,2022-05-12,2022-05-02
4475,DPBOM000004475,제작,F3,,D5,2022-04-18,2022-03-17
