프로젝트번호,출도부서,과제번호,도면명,출도일자,출도번호,근원부서,원인코드,코드명
P3,D301,DPT4275,DNAME1835,2019-06-15,DPT427520190615,D301,R17,RNAME14
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-07-05,DPT472020190705,D73,R16,RNAME5
P3,D84,DPT4718,DNAME1861,2019-07-15,DPT471820190715,D84,R16,RNAME5
P3,D84,DPT4718,DNAME1861,2019-07-15,DPT471820190715,D84,R16,RNAME5
P3,D84,DPT4718,DNAME1861,2019-07-15,DPT471820190715,D84,R16,RNAME5
P3,D84,DPT4718,DNAME1861,2019-07-15,DPT471820190715,D84,R16,RNAME5
P3,D62,DPT4728,DNAME1862,2019-07-26,DPT472820190726,D73,R3,RNAME4
P3,D62,DPT4728,DNAME1862,2019-07-26,DPT472820190726,D73,R3,RNAME4
P3,D62,DPT4728,DNAME1862,2019-07-26,DPT472820190726,D73,R3,RNAME4
P3,D62,DPT4728,DNAME1862,2019-07-26,DPT472820190726,D73,R3,RNAME4
P3,D301,DPT4275,DNAME1835,2019-07-28,DPT427520190728,D301,R16,RNAME5
P3,D301,DPT4275,DNAME1835,2019-07-28,DPT427520190728,D301,R16,RNAME5
P3,D301,DPT4275,DNAME1835,2019-07-28,DPT427520190728,D301,R16,RNAME5
P3,D301,DPT4275,DNAME1835,2019-07-28,DPT427520190728,D301,R16,RNAME5
P3,D301,DPT4275,DNAME1835,2019-07-28,DPT427520190728,D301,R16,RNAME5
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-08-02,DPT472120190802,D84,R3,RNAME4
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
P3,D107,DPT4735,DNAME1841,2019-08-26,DPT473520190826,#N/A,R13,RNAME7
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
P3,D107,DPT4732,DNAME1865,2019-09-07,DPT473220190907,#N/A,R13,RNAME7
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
P3,D107,DPT4735,DNAME1841,2019-09-21,DPT473520190921,D113,R13,RNAME7
P3,D106,DPT4736,DNAME1857,2019-09-21,DPT473620190921,#N/A,R13,RNAME7
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
P3,D234,DPT4514,DNAME1647,2019-09-30,DPT451420190930,D292,R5,RNAME8
P3,D234,DPT4514,DNAME1647,2019-09-30,DPT451420190930,D292,R5,RNAME8
P3,D234,DPT4514,DNAME1647,2019-09-30,DPT451420190930,D292,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
P3,D62,DPT4722,DNAME1839,2019-09-30,DPT472220190930,D62,R5,RNAME8
