No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
"2,229",DPBOM000008503,Supp 제작,F2,,D4,2022-08-08,2022-07-10
"2,230",DPBOM000008504,계획,F2,,D4,2022-06-03,2022-06-03
"2,231",DPBOM000008505,의장,F1,,D3,2022-08-12,2022-08-12
"2,232",DPBOM000008506,철의장,F1,,D3,2022-06-02,2022-06-02
"2,233",DPBOM000008507,의장(설치),F2,,D4,2022-07-29,2022-07-29
"2,234",DPBOM000008508,제작,F2,,D4,2022-06-26,2022-06-26
"2,235",DPBOM000008509,Supp 제작,F2,,D4,2022-06-26,2022-06-26
"2,236",DPBOM000008510,의장(설치),F2,,D4,2022-07-29,2022-07-29
"2,237",DPBOM000008511,제작,F2,,D4,2022-06-26,2022-06-26
"2,238",DPBOM000008512,Supp 제작,F2,,D4,2022-06-26,2022-06-26
"2,239",DPBOM000008513,계획,F2,,D4,2022-06-04,2022-06-03
"2,240",DPBOM000008514,의장,F1,,D3,2022-08-12,2022-08-12
"2,241",DPBOM000008515,철의장,F1,,D3,2022-06-03,2022-06-02
"2,242",DPBOM000008516,의장(설치),F2,,D4,2022-08-06,2022-08-06
"2,243",DPBOM000008517,제작,F2,,D4,2022-07-29,2022-06-30
"2,244",DPBOM000008518,의장(설치),F2,,D4,2022-08-06,2022-08-06
"2,245",DPBOM000008519,제작,F2,,D4,2022-06-30,2022-06-30
"2,246",DPBOM000008520,의장(설치),F7,,D4,2022-08-29,2022-08-22
"2,247",DPBOM000008521,철의장,F7,,D4,2022-08-29,2022-08-29
"2,248",DPBOM000008522,의장(설치),F7,,D4,2022-08-29,2022-08-22
"2,249",DPBOM000008523,철의장,F7,,D4,2022-08-29,2022-08-29
"2,250",DPBOM000000244,계획,F9,D1,D8,2022-08-12,2022-08-08
"2,251",DPBOM000005576,계획,F5,,D7,2022-08-12,2022-08-12
"2,252",DPBOM000008526,계획,F3,,D5,2022-08-12,2022-08-12
"2,253",DPBOM000002220,의장,F9,D1,D8,2022-10-09,2022-10-02
"2,254",DPBOM000008528,의장,F5,,D7,2022-10-09,2022-10-09
"2,255",DPBOM000008529,의장(설치),F6,,D8,2022-10-14,2022-10-14
"2,256",DPBOM000008530,의장(설치),F6,,D8,2022-10-14,2022-10-14
"2,257",DPBOM000008531,의장(설치),F6,,D8,2022-10-14,2022-10-13
"2,258",DPBOM000008532,목의,F6,,D8,2022-09-18,2022-09-18
"2,259",DPBOM000008533,의장(설치),F5,,D7,2022-10-14,2022-10-10
"2,260",DPBOM000008534,철의장,F5,,D7,2022-09-18,2022-09-18
"2,261",DPBOM000008535,의장(설치),F9,D1,D8,2022-10-02,2022-10-02
"2,262",DPBOM000008536,의장(설치),F3,,D5,2022-10-02,2022-10-02
"2,263",DPBOM000008537,제작,F9,D1,D8,2022-09-05,2022-09-04
"2,264",DPBOM000008538,제작,F3,,D5,2022-09-05,2022-09-05
"2,265",DPBOM000008539,Supp 제작,F9,D1,D8,2022-09-05,2022-09-04
"2,266",DPBOM000008540,Supp 제작,F3,,D5,2022-09-05,2022-09-05
"2,267",DPBOM000008541,철의장,F9,D1,D8,2022-09-05,2022-09-04
"2,268",DPBOM000008542,의장(설치),F1,,D3,2022-09-29,2022-09-29
"2,269",DPBOM000008543,의장(설치),F4,,D6,2022-10-02,2022-10-02
"2,270",DPBOM000008544,의장(설치),F6,,D8,2022-10-02,2022-10-02
"2,271",DPBOM000008545,철의장,F1,,D3,2022-09-03,2022-09-03
"2,272",DPBOM000008546,철의장,F4,,D6,2022-09-05,2022-09-05
"2,273",DPBOM000008547,의장(설치),F9,D1,D8,2022-10-02,2022-10-02
"2,274",DPBOM000008548,철의장,F9,D1,D8,2022-09-05,2022-09-08
"2,275",DPBOM000008549,계획,F9,D1,D8,2022-08-13,2022-08-08
"2,276",DPBOM000008550,계획,F5,,D7,2022-08-13,2022-08-13
"2,277",DPBOM000008551,의장,F6,,D8,2022-10-10,2022-08-22
"2,278",DPBOM000008552,의장,F9,D1,D8,2022-10-10,2022-10-02
"2,279",DPBOM000008553,의장,F5,,D7,2022-10-10,2022-10-09
"2,280",DPBOM000008554,철의장,F6,,D8,2022-08-22,2022-06-23
"2,281",DPBOM000008555,의장(설치),F6,,D8,2022-10-15,2022-10-14
"2,282",DPBOM000008556,의장(설치),F6,,D8,2022-10-15,2022-10-14
"2,283",DPBOM000008557,의장(설치),F6,,D8,2022-10-15,2022-10-13
"2,284",DPBOM000008558,목의,F6,,D8,2022-09-19,2022-09-18
"2,285",DPBOM000008559,의장(설치),F5,,D7,2022-10-15,2022-10-10
"2,286",DPBOM000008560,철의장,F5,,D7,2022-09-19,2022-09-19
"2,287",DPBOM000008561,의장(설치),F9,D1,D8,2022-10-03,2022-10-02
"2,288",DPBOM000008562,의장(설치),F3,,D5,2022-10-03,2022-10-03
"2,289",DPBOM000008563,제작,F9,D1,D8,2022-09-08,2022-09-04
"2,290",DPBOM000008564,제작,F3,,D5,2022-09-08,2022-09-08
"2,291",DPBOM000008565,Supp 제작,F9,D1,D8,2022-09-08,2022-09-04
"2,292",DPBOM000008566,Supp 제작,F3,,D5,2022-09-08,2022-09-08
"2,293",DPBOM000008567,철의장,F9,D1,D8,2022-09-08,2022-09-04
"2,294",DPBOM000008568,의장(설치),F1,,D3,2022-09-30,2022-09-30
"2,295",DPBOM000008569,의장(설치),F4,,D6,2022-10-03,2022-10-02
"2,296",DPBOM000008570,의장(설치),F1,,D3,2022-09-30,2022-09-29
"2,297",DPBOM000008571,의장(설치),F6,,D8,2022-10-03,2022-10-02
"2,298",DPBOM000008572,철의장,F1,,D3,2022-09-04,2022-08-29
"2,299",DPBOM000008573,철의장,F4,,D6,2022-09-08,2022-09-08
"2,300",DPBOM000008574,의장(설치),F9,D1,D8,2022-10-03,2022-10-02
"2,301",DPBOM000008575,철의장,F9,D1,D8,2022-09-08,2022-08-21
"2,302",DPBOM000008576,의장(설치),F6,,D8,2022-10-15,2022-10-14
"2,303",DPBOM000008577,의장(설치),F6,,D8,2022-10-15,2022-10-14
"2,304",DPBOM000008578,의장(설치),F6,,D8,2022-10-15,2022-10-13
"2,305",DPBOM000008579,목의,F6,,D8,2022-09-19,2022-09-18
"2,306",DPBOM000008580,의장(설치),F5,,D7,2022-10-15,2022-10-10
"2,307",DPBOM000008581,철의장,F5,,D7,2022-09-19,2022-09-19
"2,308",DPBOM000008582,의장(설치),F9,D1,D8,2022-10-03,2022-10-02
"2,309",DPBOM000008583,제작,F9,D1,D8,2022-09-08,2022-09-04
"2,310",DPBOM000008584,Supp 제작,F9,D1,D8,2022-09-08,2022-09-04
"2,311",DPBOM000008585,철의장,F9,D1,D8,2022-09-08,2022-09-04
"2,312",DPBOM000008586,의장(설치),F1,,D3,2022-09-30,2022-09-30
"2,313",DPBOM000008587,의장(설치),F4,,D6,2022-10-03,2022-10-02
"2,314",DPBOM000008588,의장(설치),F1,,D3,2022-09-30,2022-09-29
"2,315",DPBOM000008589,의장(설치),F6,,D8,2022-10-03,2022-10-02
"2,316",DPBOM000008590,철의장,F1,,D3,2022-09-04,2022-08-29
"2,317",DPBOM000008591,철의장,F4,,D6,2022-09-08,2022-09-08
"2,318",DPBOM000008592,의장(설치),F9,D1,D8,2022-10-03,2022-10-02
"2,319",DPBOM000008593,철의장,F9,D1,D8,2022-09-08,2022-08-21
"2,320",DPBOM000000277,계획,F9,,D8,2022-08-18,2022-08-15
"2,321",DPBOM000005706,계획,F5,,D7,2022-08-18,2022-08-18
"2,322",DPBOM000008596,계획,F4,,D6,2022-08-18,2022-08-18
"2,323",DPBOM000008597,계획,F3,,D5,2022-08-18,2022-08-18
"2,324",DPBOM000002268,의장,F6,,D8,2022-10-15,2022-08-22
"2,325",DPBOM000002269,의장,F9,,D8,2022-10-15,2022-08-15
"2,326",DPBOM000008600,의장,F5,,D7,2022-10-15,2022-10-14
"2,327",DPBOM000000431,철의장,F6,,D8,2022-09-02,2022-06-23
"2,328",DPBOM000008602,의장(설치),F6,,D8,2022-10-20,2022-10-14
"2,329",DPBOM000002221,의장(설치),F6,,D8,2022-10-20,2022-10-18
"2,330",DPBOM000002222,의장(설치),F6,,D8,2022-10-20,2022-10-13
"2,331",DPBOM000001119,목의,F6,,D8,2022-09-24,2022-09-18
"2,332",DPBOM000008606,의장(설치),F8,,D5,2022-10-20,2022-10-03
"2,333",DPBOM000008607,철의장,F8,,D5,2022-09-24,2022-10-06
"2,334",DPBOM000002224,의장(설치),F5,,D7,2022-10-20,2022-10-20
"2,335",DPBOM000000950,철의장,F5,,D7,2022-09-24,2022-09-25
"2,336",DPBOM000005718,의장(설치),F9,,D8,2022-10-08,2022-10-08
"2,337",DPBOM000008611,의장(설치),F3,,D5,2022-10-08,2022-10-07
"2,338",DPBOM000000951,제작,F9,,D8,2022-09-11,2022-09-11
"2,339",DPBOM000008613,제작,F3,,D5,2022-09-11,2022-09-11
"2,340",DPBOM000000952,Supp 제작,F9,,D8,2022-09-11,2022-09-11
"2,341",DPBOM000008615,Supp 제작,F3,,D5,2022-09-11,2022-09-10
"2,342",DPBOM000000953,철의장,F9,,D8,2022-09-11,2022-09-04
"2,343",DPBOM000008617,제작,F3,,D5,2022-08-22,2022-08-22
"2,344",DPBOM000008618,Supp 제작,F3,,D5,2022-08-22,2022-08-22
"2,345",DPBOM000005724,의장(설치),F1,,D3,2022-10-06,2022-09-29
"2,346",DPBOM000008620,의장(설치),F4,,D6,2022-10-08,2022-10-02
"2,347",DPBOM000002183,의장(설치),F6,,D8,2022-10-08,2022-10-02
"2,348",DPBOM000005726,철의장,F1,,D3,2022-09-09,2022-09-09
"2,349",DPBOM000008623,철의장,F4,,D6,2022-09-11,2022-09-11
"2,350",DPBOM000001245,의장(설치),F9,,D8,2022-10-08,2022-10-08
"2,351",DPBOM000000954,철의장,F9,,D8,2022-09-11,2022-09-11
"2,352",DPBOM000008626,의장(설치),F6,,D8,2022-10-20,2022-10-14
"2,353",DPBOM000002225,의장(설치),F6,,D8,2022-10-20,2022-10-18
"2,354",DPBOM000002226,의장(설치),F6,,D8,2022-10-20,2022-10-13
"2,355",DPBOM000001120,목의,F6,,D8,2022-09-24,2022-09-18
"2,356",DPBOM000002228,의장(설치),F5,,D7,2022-10-20,2022-10-20
"2,357",DPBOM000001121,철의장,F5,,D7,2022-09-24,2022-09-25
"2,358",DPBOM000005737,의장(설치),F9,,D8,2022-10-08,2022-10-08
"2,359",DPBOM000008633,의장(설치),F3,,D5,2022-10-08,2022-10-07
"2,360",DPBOM000000982,제작,F9,,D8,2022-09-11,2022-09-11
"2,361",DPBOM000008635,제작,F3,,D5,2022-09-11,2022-09-11
"2,362",DPBOM000000983,Supp 제작,F9,,D8,2022-09-11,2022-09-11
"2,363",DPBOM000008637,Supp 제작,F3,,D5,2022-09-11,2022-09-10
"2,364",DPBOM000000984,철의장,F9,,D8,2022-09-11,2022-09-04
"2,365",DPBOM000008639,제작,F3,,D5,2022-08-22,2022-08-22
"2,366",DPBOM000008640,Supp 제작,F3,,D5,2022-08-22,2022-08-22
"2,367",DPBOM000008641,의장(설치),F1,,D3,2022-10-06,2022-09-29
"2,368",DPBOM000008642,의장(설치),F4,,D6,2022-10-08,2022-10-02
"2,369",DPBOM000002186,의장(설치),F6,,D8,2022-10-08,2022-10-02
"2,370",DPBOM000008644,철의장,F1,,D3,2022-09-09,2022-09-09
"2,371",DPBOM000008645,철의장,F4,,D6,2022-09-11,2022-09-11
"2,372",DPBOM000001277,의장(설치),F9,,D8,2022-10-08,2022-10-08
"2,373",DPBOM000000985,철의장,F9,,D8,2022-09-11,2022-08-21
"2,374",DPBOM000008648,계획,F9,,D8,2022-09-04,2022-08-15
"2,375",DPBOM000008649,계획,F5,,D7,2022-09-04,2022-09-04
"2,376",DPBOM000008650,의장,F9,,D8,2022-10-28,2022-08-15
"2,377",DPBOM000008651,의장,F5,,D7,2022-10-28,2022-10-14
"2,378",DPBOM000008652,의장(설치),F6,,D8,2022-10-28,2022-10-14
"2,379",DPBOM000008653,의장(설치),F5,,D7,2022-10-28,2022-10-20
"2,380",DPBOM000008654,철의장,F5,,D7,2022-10-03,2022-10-01
"2,381",DPBOM000008655,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,382",DPBOM000008656,제작,F3,,D5,2022-09-10,2022-09-10
"2,383",DPBOM000008657,Supp 제작,F3,,D5,2022-09-10,2022-09-10
"2,384",DPBOM000008658,의장(설치),F6,,D8,2022-10-21,2022-10-02
"2,385",DPBOM000008659,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,386",DPBOM000008660,계획,F9,,D8,2022-09-04,2022-08-15
"2,387",DPBOM000008661,계획,F5,,D7,2022-09-04,2022-09-04
"2,388",DPBOM000008662,의장,F9,,D8,2022-10-28,2022-08-15
"2,389",DPBOM000008663,의장(설치),F6,,D8,2022-10-28,2022-10-14
"2,390",DPBOM000008664,의장(설치),F5,,D7,2022-10-28,2022-10-20
"2,391",DPBOM000008665,철의장,F5,,D7,2022-10-03,2022-10-01
"2,392",DPBOM000008666,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,393",DPBOM000008667,제작,F9,,D8,2022-09-25,2022-09-11
"2,394",DPBOM000008668,제작,F3,,D5,2022-09-10,2022-09-10
"2,395",DPBOM000008669,Supp 제작,F3,,D5,2022-09-10,2022-09-10
"2,396",DPBOM000008670,의장(설치),F4,,D6,2022-10-21,2022-10-02
"2,397",DPBOM000008671,의장(설치),F6,,D8,2022-10-21,2022-10-02
"2,398",DPBOM000008672,철의장,F4,,D6,2022-09-25,2022-09-25
"2,399",DPBOM000008673,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,400",DPBOM000008674,의장(설치),F6,,D8,2022-10-28,2022-10-14
"2,401",DPBOM000008675,의장(설치),F5,,D7,2022-10-28,2022-10-20
"2,402",DPBOM000008676,철의장,F5,,D7,2022-10-03,2022-10-01
"2,403",DPBOM000008677,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,404",DPBOM000008678,제작,F9,,D8,2022-09-25,2022-09-11
"2,405",DPBOM000008679,Supp 제작,F9,,D8,2022-09-25,2022-09-11
"2,406",DPBOM000008680,제작,F3,,D5,2022-09-10,2022-09-10
"2,407",DPBOM000008681,Supp 제작,F3,,D5,2022-09-10,2022-09-10
"2,408",DPBOM000008682,의장(설치),F6,,D8,2022-10-21,2022-10-02
"2,409",DPBOM000008683,의장(설치),F9,,D8,2022-10-21,2022-10-08
"2,410",DPBOM000000297,계획,F9,D1,D8,2022-08-22,2022-08-21
"2,411",DPBOM000005781,계획,F5,,D7,2022-08-22,2022-08-22
"2,412",DPBOM000008686,계획,F4,,D6,2022-08-22,2022-08-22
"2,413",DPBOM000008687,계획,F3,,D5,2022-08-22,2022-08-22
"2,414",DPBOM000002299,의장,F9,D1,D8,2022-10-21,2022-10-20
"2,415",DPBOM000008689,의장(설치),F6,,D8,2022-10-24,2022-10-14
"2,416",DPBOM000008690,의장(설치),F6,,D8,2022-10-24,2022-10-24
"2,417",DPBOM000008691,의장(설치),F6,,D8,2022-10-24,2022-10-13
"2,418",DPBOM000008692,목의,F6,,D8,2022-09-30,2022-09-18
"2,419",DPBOM000008693,의장(설치),F5,,D7,2022-10-10,2022-10-10
"2,420",DPBOM000008694,철의장,F5,,D7,2022-09-29,2022-09-26
"2,421",DPBOM000000808,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,422",DPBOM000008696,의장(설치),F3,,D5,2022-10-14,2022-10-07
"2,423",DPBOM000008697,제작,F9,D1,D8,2022-09-18,2022-09-16
"2,424",DPBOM000008698,제작,F3,,D5,2022-09-18,2022-09-12
"2,425",DPBOM000008699,Supp 제작,F9,D1,D8,2022-09-18,2022-09-17
"2,426",DPBOM000008700,Supp 제작,F3,,D5,2022-09-18,2022-09-12
"2,427",DPBOM000008701,철의장,F9,D1,D8,2022-09-18,2022-09-18
"2,428",DPBOM000008702,의장(설치),F1,,D3,2022-10-14,2022-09-29
"2,429",DPBOM000008703,의장(설치),F4,,D6,2022-10-14,2022-10-02
"2,430",DPBOM000008704,의장(설치),F6,,D8,2022-10-14,2022-10-02
"2,431",DPBOM000008705,철의장,F4,,D6,2022-09-18,2022-09-18
"2,432",DPBOM000000809,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,433",DPBOM000008707,철의장,F9,D1,D8,2022-09-18,2022-09-17
"2,434",DPBOM000008708,계획,F9,D1,D8,2022-08-22,2022-08-21
"2,435",DPBOM000008709,계획,F5,,D7,2022-08-22,2022-08-22
"2,436",DPBOM000008710,의장,F6,,D8,2022-10-21,2022-08-22
"2,437",DPBOM000008711,의장,F9,D1,D8,2022-10-21,2022-10-20
"2,438",DPBOM000008712,철의장,F6,,D8,2022-09-08,2022-06-23
"2,439",DPBOM000008713,의장(설치),F6,,D8,2022-10-24,2022-10-14
"2,440",DPBOM000008714,의장(설치),F6,,D8,2022-10-24,2022-10-24
"2,441",DPBOM000008715,의장(설치),F6,,D8,2022-10-24,2022-10-13
"2,442",DPBOM000008716,목의,F6,,D8,2022-09-30,2022-09-18
"2,443",DPBOM000008717,의장(설치),F5,,D7,2022-10-10,2022-10-10
"2,444",DPBOM000008718,철의장,F5,,D7,2022-09-29,2022-09-26
"2,445",DPBOM000008719,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,446",DPBOM000008720,의장(설치),F3,,D5,2022-10-14,2022-10-07
"2,447",DPBOM000008721,제작,F9,D1,D8,2022-09-18,2022-09-17
"2,448",DPBOM000008722,제작,F3,,D5,2022-09-18,2022-09-12
"2,449",DPBOM000008723,Supp 제작,F9,D1,D8,2022-09-18,2022-09-17
"2,450",DPBOM000008724,Supp 제작,F3,,D5,2022-09-18,2022-09-12
"2,451",DPBOM000008725,철의장,F9,D1,D8,2022-09-18,2022-09-04
"2,452",DPBOM000008726,의장(설치),F1,,D3,2022-10-14,2022-09-29
"2,453",DPBOM000008727,의장(설치),F4,,D6,2022-10-14,2022-10-02
"2,454",DPBOM000008728,의장(설치),F6,,D8,2022-10-14,2022-10-02
"2,455",DPBOM000008729,철의장,F4,,D6,2022-09-18,2022-09-18
"2,456",DPBOM000008730,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,457",DPBOM000008731,철의장,F9,D1,D8,2022-09-18,2022-08-21
"2,458",DPBOM000008732,의장(설치),F6,,D8,2022-10-24,2022-10-14
"2,459",DPBOM000008733,의장(설치),F6,,D8,2022-10-24,2022-10-24
"2,460",DPBOM000008734,의장(설치),F6,,D8,2022-10-24,2022-10-13
"2,461",DPBOM000008735,목의,F6,,D8,2022-09-30,2022-09-18
"2,462",DPBOM000008736,의장(설치),F5,,D7,2022-10-10,2022-10-10
"2,463",DPBOM000008737,철의장,F5,,D7,2022-09-29,2022-09-26
"2,464",DPBOM000008738,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,465",DPBOM000008739,의장(설치),F3,,D5,2022-10-14,2022-10-07
"2,466",DPBOM000008740,제작,F9,D1,D8,2022-09-18,2022-09-17
"2,467",DPBOM000008741,제작,F3,,D5,2022-09-18,2022-09-12
"2,468",DPBOM000008742,Supp 제작,F9,D1,D8,2022-09-18,2022-09-17
"2,469",DPBOM000008743,Supp 제작,F3,,D5,2022-09-18,2022-09-12
"2,470",DPBOM000008744,철의장,F9,D1,D8,2022-09-18,2022-09-04
"2,471",DPBOM000008745,의장(설치),F1,,D3,2022-10-14,2022-09-29
"2,472",DPBOM000008746,의장(설치),F4,,D6,2022-10-14,2022-10-02
"2,473",DPBOM000008747,의장(설치),F6,,D8,2022-10-14,2022-10-02
"2,474",DPBOM000008748,철의장,F4,,D6,2022-09-18,2022-09-18
"2,475",DPBOM000008749,의장(설치),F9,D1,D8,2022-10-14,2022-10-14
"2,476",DPBOM000008750,철의장,F9,D1,D8,2022-09-18,2022-08-21
"2,477",DPBOM000000348,계획,F9,D1,D8,2022-09-02,2022-09-01
"2,478",DPBOM000005828,계획,F5,,D7,2022-09-02,2022-09-02
"2,479",DPBOM000008753,계획,F4,,D6,2022-09-02,2022-09-02
"2,480",DPBOM000008754,계획,F3,,D5,2022-09-02,2022-09-02
"2,481",DPBOM000002310,의장,F6,,D8,2022-10-24,2022-08-22
"2,482",DPBOM000002311,의장,F9,D1,D8,2022-10-24,2022-10-22
"2,483",DPBOM000000531,철의장,F6,,D8,2022-09-11,2022-06-23
"2,484",DPBOM000008758,의장(설치),F6,,D8,2022-10-29,2022-10-14
"2,485",DPBOM000002386,의장(설치),F6,,D8,2022-10-29,2022-10-29
"2,486",DPBOM000002387,의장(설치),F6,,D8,2022-10-29,2022-10-13
"2,487",DPBOM000001153,목의,F6,,D8,2022-10-06,2022-09-19
"2,488",DPBOM000002388,의장(설치),F5,,D7,2022-10-29,2022-10-29
"2,489",DPBOM000001026,철의장,F5,,D7,2022-10-06,2022-09-27
"2,490",DPBOM000005839,의장(설치),F9,D1,D8,2022-10-17,2022-10-17
"2,491",DPBOM000008765,의장(설치),F3,,D5,2022-10-17,2022-10-07
"2,492",DPBOM000001027,제작,F9,D1,D8,2022-09-23,2022-09-23
"2,493",DPBOM000008767,제작,F3,,D5,2022-09-23,2022-09-19
"2,494",DPBOM000001028,Supp 제작,F9,D1,D8,2022-09-23,2022-09-23
"2,495",DPBOM000008769,Supp 제작,F3,,D5,2022-09-23,2022-09-19
"2,496",DPBOM000001683,철의장,F9,D1,D8,2022-09-23,2022-09-04
"2,497",DPBOM000008771,의장(설치),F4,,D6,2022-10-17,2022-10-02
"2,498",DPBOM000002245,의장(설치),F6,,D8,2022-10-17,2022-10-02
"2,499",DPBOM000008773,철의장,F4,,D6,2022-09-23,2022-09-18
"2,500",DPBOM000002289,의장(설치),F9,D1,D8,2022-10-17,2022-10-17
"2,501",DPBOM000001029,철의장,F9,D1,D8,2022-09-23,2022-08-21
"2,502",DPBOM000008776,의장(설치),F6,,D8,2022-10-29,2022-10-14
"2,503",DPBOM000002389,의장(설치),F6,,D8,2022-10-29,2022-10-29
"2,504",DPBOM000002390,의장(설치),F6,,D8,2022-10-29,2022-10-13
"2,505",DPBOM000001154,목의,F6,,D8,2022-10-06,2022-09-19
"2,506",DPBOM000002391,의장(설치),F5,,D7,2022-10-29,2022-10-29
"2,507",DPBOM000001138,철의장,F5,,D7,2022-10-06,2022-09-27
"2,508",DPBOM000005851,의장(설치),F9,D1,D8,2022-10-17,2022-10-17
"2,509",DPBOM000008783,의장(설치),F3,,D5,2022-10-17,2022-10-07
"2,510",DPBOM000001069,제작,F9,D1,D8,2022-09-23,2022-09-23
"2,511",DPBOM000008785,제작,F3,,D5,2022-09-23,2022-09-19
"2,512",DPBOM000001070,Supp 제작,F9,D1,D8,2022-09-23,2022-09-23
"2,513",DPBOM000008787,Supp 제작,F3,,D5,2022-09-23,2022-09-19
"2,514",DPBOM000001071,철의장,F9,D1,D8,2022-09-23,2022-09-04
"2,515",DPBOM000008789,의장(설치),F4,,D6,2022-10-17,2022-10-02
"2,516",DPBOM000002247,의장(설치),F6,,D8,2022-10-17,2022-10-02
"2,517",DPBOM000008791,철의장,F4,,D6,2022-09-23,2022-09-18
"2,518",DPBOM000002290,의장(설치),F9,D1,D8,2022-10-17,2022-10-17
"2,519",DPBOM000001072,철의장,F9,D1,D8,2022-09-23,2022-08-21
"2,520",DPBOM000000432,계획,F9,D1,D8,2022-09-05,2022-09-04
"2,521",DPBOM000005858,계획,F5,,D7,2022-09-05,2022-09-05
"2,522",DPBOM000008796,계획,F4,,D6,2022-09-05,2022-09-05
"2,523",DPBOM000008797,계획,F3,,D5,2022-09-05,2022-09-05
"2,524",DPBOM000002434,의장,F6,,D8,2022-10-29,2022-08-22
"2,525",DPBOM000002435,의장,F9,D1,D8,2022-10-29,2022-10-28
"2,526",DPBOM000000596,철의장,F6,,D8,2022-09-17,2022-06-23
"2,527",DPBOM000008801,의장(설치),F6,,D8,2022-11-03,2022-10-14
"2,528",DPBOM000008802,의장(설치),F6,,D8,2022-11-03,2022-11-03
"2,529",DPBOM000008803,의장(설치),F6,,D8,2022-11-03,2022-10-13
"2,530",DPBOM000008804,목의,F6,,D8,2022-10-09,2022-09-19
"2,531",DPBOM000008805,의장(설치),F5,,D7,2022-11-03,2022-11-03
"2,532",DPBOM000008806,철의장,F5,,D7,2022-10-09,2022-09-29
"2,533",DPBOM000008807,의장(설치),F9,D1,D8,2022-10-22,2022-10-22
"2,534",DPBOM000008808,의장(설치),F3,,D5,2022-10-22,2022-10-07
"2,535",DPBOM000008809,제작,F9,D1,D8,2022-09-26,2022-09-25
"2,536",DPBOM000008810,제작,F3,,D5,2022-09-26,2022-09-19
"2,537",DPBOM000008811,Supp 제작,F9,D1,D8,2022-09-26,2022-09-25
"2,538",DPBOM000008812,Supp 제작,F3,,D5,2022-09-26,2022-09-19
"2,539",DPBOM000008813,철의장,F9,D1,D8,2022-09-26,2022-09-04
"2,540",DPBOM000008814,의장(설치),F4,,D6,2022-10-22,2022-10-02
"2,541",DPBOM000008815,의장(설치),F6,,D8,2022-10-22,2022-10-02
"2,542",DPBOM000008816,철의장,F4,,D6,2022-09-26,2022-09-18
"2,543",DPBOM000008817,의장(설치),F9,D1,D8,2022-10-22,2022-10-22
"2,544",DPBOM000008818,철의장,F9,D1,D8,2022-09-26,2022-08-21
"2,545",DPBOM000008819,의장(설치),F6,,D8,2022-11-03,2022-10-14
"2,546",DPBOM000008820,의장(설치),F6,,D8,2022-11-03,2022-11-03
"2,547",DPBOM000008821,의장(설치),F6,,D8,2022-11-03,2022-10-13
"2,548",DPBOM000008822,목의,F6,,D8,2022-10-09,2022-09-19
"2,549",DPBOM000008823,의장(설치),F5,,D7,2022-11-03,2022-11-03
"2,550",DPBOM000008824,철의장,F5,,D7,2022-10-09,2022-09-29
"2,551",DPBOM000008825,의장(설치),F9,D1,D8,2022-10-22,2022-10-22
"2,552",DPBOM000008826,의장(설치),F3,,D5,2022-10-22,2022-10-07
"2,553",DPBOM000008827,제작,F9,D1,D8,2022-09-26,2022-09-25
"2,554",DPBOM000008828,제작,F3,,D5,2022-09-26,2022-09-19
"2,555",DPBOM000008829,Supp 제작,F9,D1,D8,2022-09-26,2022-09-25
"2,556",DPBOM000008830,Supp 제작,F3,,D5,2022-09-26,2022-09-19
"2,557",DPBOM000008831,철의장,F9,D1,D8,2022-09-26,2022-09-04
"2,558",DPBOM000008832,의장(설치),F4,,D6,2022-10-22,2022-10-02
"2,559",DPBOM000008833,의장(설치),F6,,D8,2022-10-22,2022-10-02
"2,560",DPBOM000008834,철의장,F4,,D6,2022-09-26,2022-09-18
"2,561",DPBOM000008835,의장(설치),F9,D1,D8,2022-10-22,2022-10-22
"2,562",DPBOM000008836,철의장,F9,D1,D8,2022-09-26,2022-08-21
"2,563",DPBOM000005875,계획,F9,D1,D8,2022-09-10,2022-09-09
"2,564",DPBOM000005876,계획,F5,,D7,2022-09-10,2022-09-10
"2,565",DPBOM000008839,계획,F4,,D6,2022-09-10,2022-09-10
"2,566",DPBOM000008840,계획,F3,,D5,2022-09-10,2022-09-10
"2,567",DPBOM000005877,의장,F6,,D8,2022-11-03,2022-08-22
"2,568",DPBOM000005878,의장,F9,D1,D8,2022-11-03,2022-10-31
"2,569",DPBOM000008843,의장,F5,,D7,2022-11-03,2022-11-03
"2,570",DPBOM000005879,철의장,F6,,D8,2022-09-22,2022-06-23
"2,571",DPBOM000008845,의장(설치),F6,,D8,2022-11-06,2022-10-14
"2,572",DPBOM000008846,의장(설치),F6,,D8,2022-11-06,2022-11-03
"2,573",DPBOM000008847,의장(설치),F6,,D8,2022-11-06,2022-10-13
"2,574",DPBOM000008848,목의,F6,,D8,2022-10-14,2022-09-19
