No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
"3,296",DPBOM000009570,제작,F2,,D4,2022-07-08,2022-07-03
"3,297",DPBOM000009571,Supp 제작,F2,,D4,2022-07-08,2022-07-03
"3,298",DPBOM000009572,의장(설치),F7,,D4,2022-08-19,2022-08-11
"3,299",DPBOM000009573,철의장,F7,,D4,2022-07-09,2022-07-07
"3,300",DPBOM000009574,의장(설치),F5,D1,D7,2022-08-19,2022-08-19
"3,301",DPBOM000009575,철의장,F5,D1,D7,2022-08-21,2022-08-22
"3,302",DPBOM000009576,의장(설치),F2,,D4,2022-08-11,2022-07-21
"3,303",DPBOM000009577,제작,F2,,D4,2022-07-09,2022-07-03
"3,304",DPBOM000009578,Supp 제작,F2,,D4,2022-07-09,2022-07-03
"3,305",DPBOM000009579,의장(설치),F1,,D3,2022-08-19,2022-08-08
"3,306",DPBOM000009580,의장(설치),F7,,D4,2022-08-20,2022-08-11
"3,307",DPBOM000009581,철의장,F7,,D4,2022-07-10,2022-06-26
"3,308",DPBOM000009582,의장(설치),F5,D1,D7,2022-08-20,2022-08-20
"3,309",DPBOM000009583,철의장,F5,D1,D7,2022-08-21,2022-08-22
"3,310",DPBOM000009584,의장(설치),F2,,D4,2022-08-12,2022-07-21
"3,311",DPBOM000009585,제작,F2,,D4,2022-07-10,2022-07-03
"3,312",DPBOM000009586,Supp 제작,F2,,D4,2022-07-10,2022-07-03
"3,313",DPBOM000009587,의장(설치),F1,,D3,2022-08-20,2022-08-08
"3,314",DPBOM000009588,의장(설치),F2,,D4,2022-07-29,2022-07-21
"3,315",DPBOM000009589,제작,F2,,D4,2022-07-04,2022-06-30
"3,316",DPBOM000009590,의장(설치),F2,,D4,2022-07-29,2022-07-21
"3,317",DPBOM000009591,제작,F2,,D4,2022-07-04,2022-06-30
"3,318",DPBOM000009592,계획,F2,,D4,2022-07-23,2022-06-17
"3,319",DPBOM000009593,계획,F5,D1,D7,2022-07-23,2022-06-13
"3,320",DPBOM000009594,의장,F1,,D3,2022-09-19,2022-08-12
"3,321",DPBOM000009595,의장,F1,,D3,2022-09-19,2022-08-16
"3,322",DPBOM000009596,철의장,F1,,D3,2022-07-22,2022-06-02
"3,323",DPBOM000009597,의장(설치),F5,D1,D7,2022-09-24,2022-09-23
"3,324",DPBOM000009598,철의장,F5,D1,D7,2022-08-29,2022-07-30
"3,325",DPBOM000009599,의장(설치),F1,,D3,2022-09-24,2022-08-15
"3,326",DPBOM000009600,의장(설치),F1,,D3,2022-09-24,2022-08-19
"3,327",DPBOM000009601,철의장,F1,,D3,2022-08-29,2022-08-01
"3,328",DPBOM000009602,의장(설치),F5,D1,D7,2022-09-24,2022-09-23
"3,329",DPBOM000009603,철의장,F5,D1,D7,2022-08-29,2022-07-30
"3,330",DPBOM000009604,의장(설치),F1,,D3,2022-09-24,2022-08-15
"3,331",DPBOM000009605,의장(설치),F1,,D3,2022-09-24,2022-08-19
"3,332",DPBOM000009606,철의장,F1,,D3,2022-08-29,2022-08-01
"3,333",DPBOM000009607,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,334",DPBOM000009608,제작,F2,,D4,2022-06-26,2022-06-26
"3,335",DPBOM000009609,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,336",DPBOM000009610,제작,F2,,D4,2022-06-26,2022-06-26
"3,337",DPBOM000009611,의장(설치),F5,D1,D7,2022-09-04,2022-07-29
"3,338",DPBOM000009612,철의장,F5,D1,D7,2022-08-07,2022-06-27
"3,339",DPBOM000009613,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,340",DPBOM000009614,제작,F2,,D4,2022-06-27,2022-06-26
"3,341",DPBOM000009615,Supp 제작,F2,,D4,2022-08-07,2022-06-23
"3,342",DPBOM000009616,의장(설치),F1,,D3,2022-09-26,2022-08-18
"3,343",DPBOM000009617,의장(설치),F5,D1,D7,2022-09-04,2022-07-29
"3,344",DPBOM000009618,철의장,F5,D1,D7,2022-08-06,2022-06-27
"3,345",DPBOM000009619,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,346",DPBOM000009620,제작,F2,,D4,2022-06-27,2022-06-26
"3,347",DPBOM000009621,Supp 제작,F2,,D4,2022-08-06,2022-06-23
"3,348",DPBOM000009622,의장(설치),F1,,D3,2022-09-26,2022-08-18
"3,349",DPBOM000009623,의장(설치),F5,D1,D7,2022-09-08,2022-09-05
"3,350",DPBOM000009624,철의장,F5,D1,D7,2022-08-08,2022-06-30
"3,351",DPBOM000009625,의장(설치),F2,,D4,2022-07-31,2022-07-10
"3,352",DPBOM000009626,제작,F2,,D4,2022-07-04,2022-06-26
"3,353",DPBOM000009627,Supp 제작,F2,,D4,2022-09-04,2022-06-23
"3,354",DPBOM000009628,의장(설치),F5,D1,D7,2022-09-05,2022-09-05
"3,355",DPBOM000009629,철의장,F5,D1,D7,2022-08-07,2022-06-30
"3,356",DPBOM000009630,의장(설치),F2,,D4,2022-07-31,2022-07-10
"3,357",DPBOM000009631,제작,F2,,D4,2022-07-04,2022-06-26
"3,358",DPBOM000009632,Supp 제작,F2,,D4,2022-09-03,2022-06-23
"3,359",DPBOM000009633,의장(설치),F7,,D4,2023-01-13,2022-12-30
"3,360",DPBOM000009634,철의장,F1,,D3,2022-12-22,2022-08-20
"3,361",DPBOM000009635,의장(설치),F7,,D4,2023-01-13,2022-12-30
"3,362",DPBOM000009636,철의장,F1,,D3,2022-12-22,2022-08-20
"3,363",DPBOM000009637,계획,F2,,D4,2022-07-23,2022-06-17
"3,364",DPBOM000009638,계획,F5,D1,D7,2022-07-23,2022-06-13
"3,365",DPBOM000009639,의장,F1,,D3,2022-09-19,2022-08-12
"3,366",DPBOM000009640,의장,F1,,D3,2022-09-19,2022-08-16
"3,367",DPBOM000009641,철의장,F1,,D3,2022-07-22,2022-06-09
"3,368",DPBOM000009642,의장(설치),F5,D1,D7,2022-09-24,2022-09-23
"3,369",DPBOM000009643,철의장,F5,D1,D7,2022-08-29,2022-07-30
"3,370",DPBOM000009644,의장(설치),F1,,D3,2022-09-24,2022-08-15
"3,371",DPBOM000009645,의장(설치),F1,,D3,2022-09-24,2022-08-19
"3,372",DPBOM000009646,철의장,F1,,D3,2022-08-29,2022-08-01
"3,373",DPBOM000009647,의장(설치),F5,D1,D7,2022-09-24,2022-09-23
"3,374",DPBOM000009648,철의장,F5,D1,D7,2022-08-29,2022-08-29
"3,375",DPBOM000009649,의장(설치),F1,,D3,2022-09-24,2022-08-15
"3,376",DPBOM000009650,의장(설치),F1,,D3,2022-09-24,2022-08-19
"3,377",DPBOM000009651,철의장,F1,,D3,2022-08-29,2022-08-01
"3,378",DPBOM000009652,의장(설치),F5,D1,D7,2022-09-03,2022-09-03
"3,379",DPBOM000009653,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,380",DPBOM000009654,제작,F2,,D4,2022-06-26,2022-06-26
"3,381",DPBOM000009655,의장(설치),F2,,D4,2022-07-25,2022-07-10
"3,382",DPBOM000009656,제작,F2,,D4,2022-06-26,2022-06-26
"3,383",DPBOM000009657,Supp 제작,F2,,D4,2022-09-01,2022-07-08
"3,384",DPBOM000009658,의장(설치),F5,D1,D7,2022-09-04,2022-07-29
"3,385",DPBOM000009659,철의장,F5,D1,D7,2022-08-07,2022-06-27
"3,386",DPBOM000009660,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,387",DPBOM000009661,제작,F2,,D4,2022-06-27,2022-06-26
"3,388",DPBOM000009662,Supp 제작,F2,,D4,2022-08-07,2022-06-25
"3,389",DPBOM000009663,의장(설치),F1,,D3,2022-09-26,2022-08-18
"3,390",DPBOM000009664,철의장,F1,,D3,2022-09-04,2022-09-03
"3,391",DPBOM000009665,의장(설치),F7,,D4,2022-09-04,2022-07-26
"3,392",DPBOM000009666,철의장,F7,,D4,2022-08-06,2022-06-26
"3,393",DPBOM000009667,의장(설치),F5,D1,D7,2022-09-04,2022-07-29
"3,394",DPBOM000009668,철의장,F5,D1,D7,2022-08-06,2022-06-27
"3,395",DPBOM000009669,의장(설치),F2,,D4,2022-07-29,2022-07-10
"3,396",DPBOM000009670,제작,F2,,D4,2022-06-27,2022-06-26
"3,397",DPBOM000009671,Supp 제작,F2,,D4,2022-08-06,2022-06-25
"3,398",DPBOM000009672,의장(설치),F1,,D3,2022-09-26,2022-08-18
"3,399",DPBOM000009673,철의장,F1,,D3,2022-09-04,2022-09-03
"3,400",DPBOM000009674,의장(설치),F7,,D4,2022-09-08,2022-07-26
"3,401",DPBOM000009675,철의장,F7,,D4,2022-08-08,2022-06-26
"3,402",DPBOM000009676,의장(설치),F5,D1,D7,2022-09-08,2022-09-05
"3,403",DPBOM000009677,철의장,F5,D1,D7,2022-09-04,2022-07-31
"3,404",DPBOM000009678,의장(설치),F2,,D4,2022-07-31,2022-07-10
"3,405",DPBOM000009679,제작,F2,,D4,2022-06-30,2022-06-26
"3,406",DPBOM000009680,Supp 제작,F2,,D4,2022-06-30,2022-06-27
"3,407",DPBOM000009681,철의장,F1,,D3,2022-08-08,2022-08-08
"3,408",DPBOM000009682,의장(설치),F7,,D4,2022-09-05,2022-07-26
"3,409",DPBOM000009683,철의장,F7,,D4,2022-08-07,2022-06-26
"3,410",DPBOM000009684,의장(설치),F5,D1,D7,2022-09-05,2022-09-05
"3,411",DPBOM000009685,철의장,F5,D1,D7,2022-09-03,2022-07-31
"3,412",DPBOM000009686,의장(설치),F2,,D4,2022-07-31,2022-07-10
"3,413",DPBOM000009687,제작,F2,,D4,2022-06-30,2022-06-26
"3,414",DPBOM000009688,Supp 제작,F2,,D4,2022-06-30,2022-06-27
"3,415",DPBOM000009689,철의장,F1,,D3,2022-08-07,2022-08-07
"3,416",DPBOM000009690,계획,F2,,D4,2022-07-29,2022-07-29
"3,417",DPBOM000009691,계획,F5,D1,D7,2022-08-29,2022-07-29
"3,418",DPBOM000009692,의장,F1,,D3,2022-10-24,2022-09-23
"3,419",DPBOM000009693,의장,F1,,D3,2022-10-22,2022-09-18
"3,420",DPBOM000009694,철의장,F1,,D3,2022-09-12,2022-09-12
"3,421",DPBOM000009695,의장(설치),F5,D1,D7,2022-10-22,2022-09-16
"3,422",DPBOM000009696,철의장,F5,D1,D7,2022-09-26,2022-09-01
"3,423",DPBOM000009697,의장(설치),F2,,D4,2022-09-25,2022-08-12
"3,424",DPBOM000009698,제작,F2,,D4,2022-09-01,2022-08-18
"3,425",DPBOM000009699,Supp 제작,F2,,D4,2022-09-01,2022-08-18
"3,426",DPBOM000009700,의장(설치),F1,,D3,2022-10-29,2022-09-25
"3,427",DPBOM000009701,의장(설치),F1,,D3,2022-10-29,2022-09-23
"3,428",DPBOM000009702,철의장,F1,,D3,2022-09-26,2022-09-03
"3,429",DPBOM000009703,철의장,F1,,D3,2022-09-29,2022-07-29
"3,430",DPBOM000009704,의장(설치),F5,D1,D7,2022-10-22,2022-09-16
"3,431",DPBOM000009705,철의장,F5,D1,D7,2022-09-26,2022-09-01
"3,432",DPBOM000009706,의장(설치),F2,,D4,2022-09-25,2022-08-12
"3,433",DPBOM000009707,제작,F2,,D4,2022-09-01,2022-08-18
"3,434",DPBOM000009708,Supp 제작,F2,,D4,2022-09-01,2022-08-18
"3,435",DPBOM000009709,의장(설치),F1,,D3,2022-10-29,2022-09-25
"3,436",DPBOM000009710,의장(설치),F1,,D3,2022-10-29,2022-09-23
"3,437",DPBOM000009711,철의장,F1,,D3,2022-09-26,2022-09-03
"3,438",DPBOM000009712,철의장,F1,,D3,2022-09-29,2022-07-29
"3,439",DPBOM000009713,의장(설치),F5,,D7,2022-11-25,
"3,440",DPBOM000009714,계획,F2,,D4,2022-08-21,2022-08-21
"3,441",DPBOM000009715,계획,F5,D1,D7,2022-08-21,2022-08-21
"3,442",DPBOM000009716,의장,F1,,D3,2022-10-29,2022-09-10
"3,443",DPBOM000009717,의장,F1,,D3,2022-10-31,2022-10-07
"3,444",DPBOM000009718,철의장,F1,,D3,2022-09-10,2022-06-26
"3,445",DPBOM000009719,의장(설치),F5,D1,D7,2022-11-05,2022-10-17
"3,446",DPBOM000009720,철의장,F5,D1,D7,2022-10-13,2022-10-06
"3,447",DPBOM000009721,의장(설치),F2,,D4,2022-10-29,2022-09-18
"3,448",DPBOM000009722,의장(설치),F1,,D3,2022-11-05,2022-10-06
"3,449",DPBOM000009723,철의장,F1,,D3,2022-09-25,2022-08-11
"3,450",DPBOM000009724,의장(설치),F5,D1,D7,2022-11-05,2022-10-17
"3,451",DPBOM000009725,철의장,F5,D1,D7,2022-10-13,2022-10-06
"3,452",DPBOM000009726,의장(설치),F2,,D4,2022-10-29,2022-09-18
"3,453",DPBOM000009727,의장(설치),F1,,D3,2022-11-05,2022-10-06
"3,454",DPBOM000009728,철의장,F1,,D3,2022-09-25,2022-08-11
"3,455",DPBOM000009729,의장(설치),F7,,D4,2022-10-28,2022-10-17
"3,456",DPBOM000009730,철의장,F7,,D4,2022-09-26,2022-09-09
"3,457",DPBOM000009731,의장(설치),F5,D1,D7,2022-10-28,2022-10-17
"3,458",DPBOM000009732,철의장,F5,D1,D7,2022-09-26,2022-09-11
"3,459",DPBOM000009733,의장(설치),F2,,D4,2022-10-22,2022-09-18
"3,460",DPBOM000009734,제작,F2,,D4,2022-09-26,2022-09-05
"3,461",DPBOM000009735,Supp 제작,F2,,D4,2022-09-26,2022-09-05
"3,462",DPBOM000009736,의장(설치),F1,,D3,2022-10-28,2022-10-06
"3,463",DPBOM000009737,철의장,F1,,D3,2022-09-18,2022-08-11
"3,464",DPBOM000009738,의장(설치),F7,,D4,2022-10-28,2022-10-17
"3,465",DPBOM000009739,철의장,F7,,D4,2022-09-26,2022-09-09
"3,466",DPBOM000009740,의장(설치),F5,D1,D7,2022-10-28,2022-10-17
"3,467",DPBOM000009741,철의장,F5,D1,D7,2022-09-26,2022-09-11
"3,468",DPBOM000009742,의장(설치),F2,,D4,2022-10-22,2022-09-18
"3,469",DPBOM000009743,제작,F2,,D4,2022-09-26,2022-09-05
"3,470",DPBOM000009744,Supp 제작,F2,,D4,2022-09-26,2022-09-05
"3,471",DPBOM000009745,의장(설치),F1,,D3,2022-10-28,2022-10-06
"3,472",DPBOM000009746,철의장,F1,,D3,2022-09-18,2022-08-11
"3,473",DPBOM000009747,의장(설치),F5,,D7,2022-12-09,
"3,474",DPBOM000009748,의장(설치),F7,,D4,2022-12-09,2022-12-01
"3,475",DPBOM000009749,계획,F2,,D4,2022-09-01,2022-09-01
"3,476",DPBOM000009750,계획,F5,D1,D7,2022-09-05,2022-09-05
"3,477",DPBOM000009751,의장,F1,,D3,2022-10-29,2022-09-10
"3,478",DPBOM000009752,의장,F1,,D3,2022-10-31,2022-10-07
"3,479",DPBOM000009753,철의장,F1,,D3,2022-09-16,2022-06-26
"3,480",DPBOM000009754,의장(설치),F5,D1,D7,2022-11-05,2022-10-22
"3,481",DPBOM000009755,철의장,F5,D1,D7,2022-10-13,2022-10-07
"3,482",DPBOM000009756,의장(설치),F2,,D4,2022-10-29,2022-09-18
"3,483",DPBOM000009757,제작,F2,,D4,2022-10-06,2022-09-22
"3,484",DPBOM000009758,Supp 제작,F2,,D4,2022-10-06,2022-09-22
"3,485",DPBOM000009759,의장(설치),F1,,D3,2022-11-05,2022-10-06
"3,486",DPBOM000009760,철의장,F1,,D3,2022-09-30,2022-08-07
"3,487",DPBOM000009761,의장(설치),F5,D1,D7,2022-11-05,2022-10-22
"3,488",DPBOM000009762,철의장,F5,D1,D7,2022-10-13,2022-10-07
"3,489",DPBOM000009763,의장(설치),F2,,D4,2022-10-29,2022-09-18
"3,490",DPBOM000009764,제작,F2,,D4,2022-10-06,2022-09-22
"3,491",DPBOM000009765,Supp 제작,F2,,D4,2022-10-06,2022-09-22
"3,492",DPBOM000009766,의장(설치),F1,,D3,2022-11-05,2022-10-06
"3,493",DPBOM000009767,철의장,F1,,D3,2022-09-30,2022-08-07
"3,494",DPBOM000009768,의장(설치),F5,D1,D7,2022-10-28,2022-10-22
"3,495",DPBOM000009769,철의장,F5,D1,D7,2022-10-03,2022-09-22
"3,496",DPBOM000009770,의장(설치),F2,,D4,2022-10-22,2022-09-18
"3,497",DPBOM000009771,제작,F2,,D4,2022-09-26,2022-09-19
"3,498",DPBOM000009772,Supp 제작,F2,,D4,2022-09-26,2022-09-19
"3,499",DPBOM000009773,의장(설치),F1,,D3,2022-10-28,2022-10-06
"3,500",DPBOM000009774,철의장,F1,,D3,2022-09-23,2022-08-07
"3,501",DPBOM000009775,의장(설치),F7,,D4,2022-10-28,2022-10-17
"3,502",DPBOM000009776,철의장,F7,,D4,2022-09-26,2022-09-09
"3,503",DPBOM000009777,의장(설치),F5,D1,D7,2022-10-28,2022-10-22
"3,504",DPBOM000009778,철의장,F5,D1,D7,2022-10-03,2022-09-22
"3,505",DPBOM000009779,의장(설치),F2,,D4,2022-10-22,2022-09-18
"3,506",DPBOM000009780,제작,F2,,D4,2022-09-26,2022-09-19
"3,507",DPBOM000009781,Supp 제작,F2,,D4,2022-09-26,2022-09-19
"3,508",DPBOM000009782,의장(설치),F1,,D3,2022-10-28,2022-10-06
"3,509",DPBOM000009783,철의장,F1,,D3,2022-09-23,2022-08-07
"3,510",DPBOM000009784,의장(설치),F5,,D7,2022-12-08,
"3,511",DPBOM000009785,계획,F2,,D4,2022-09-04,2022-09-04
"3,512",DPBOM000009786,계획,F5,D1,D7,2022-09-04,2022-09-04
"3,513",DPBOM000009787,의장,F1,,D3,2022-10-28,2022-09-10
"3,514",DPBOM000009788,의장,F1,,D3,2022-10-30,2022-10-07
"3,515",DPBOM000009789,철의장,F1,,D3,2022-09-12,2022-06-26
"3,516",DPBOM000009790,의장(설치),F5,D1,D7,2022-11-04,2022-10-23
"3,517",DPBOM000009791,철의장,F5,D1,D7,2022-10-10,2022-10-09
"3,518",DPBOM000009792,의장(설치),F2,,D4,2022-10-28,2022-09-18
"3,519",DPBOM000009793,제작,F2,,D4,2022-10-03,2022-09-22
"3,520",DPBOM000009794,Supp 제작,F2,,D4,2022-10-03,2022-09-22
"3,521",DPBOM000009795,의장(설치),F1,,D3,2022-11-04,2022-10-06
"3,522",DPBOM000009796,철의장,F1,,D3,2022-09-29,2022-08-11
"3,523",DPBOM000009797,의장(설치),F5,D1,D7,2022-11-04,2022-10-23
"3,524",DPBOM000009798,철의장,F5,D1,D7,2022-10-10,2022-10-09
"3,525",DPBOM000009799,의장(설치),F2,,D4,2022-10-28,2022-09-18
"3,526",DPBOM000009800,제작,F2,,D4,2022-10-03,2022-09-22
"3,527",DPBOM000009801,Supp 제작,F2,,D4,2022-10-03,2022-09-22
"3,528",DPBOM000009802,의장(설치),F1,,D3,2022-11-04,2022-10-06
"3,529",DPBOM000009803,철의장,F1,,D3,2022-09-29,2022-08-11
"3,530",DPBOM000009804,의장(설치),F5,D1,D7,2022-10-27,2022-10-23
"3,531",DPBOM000009805,철의장,F5,D1,D7,2022-10-02,2022-09-22
"3,532",DPBOM000009806,의장(설치),F2,,D4,2022-10-21,2022-09-18
"3,533",DPBOM000009807,제작,F2,,D4,2022-09-25,2022-09-22
"3,534",DPBOM000009808,Supp 제작,F2,,D4,2022-09-25,2022-09-22
"3,535",DPBOM000009809,의장(설치),F1,,D3,2022-10-27,2022-10-06
"3,536",DPBOM000009810,철의장,F1,,D3,2022-09-22,2022-08-11
"3,537",DPBOM000009811,의장(설치),F5,D1,D7,2022-10-27,2022-10-23
"3,538",DPBOM000009812,철의장,F5,D1,D7,2022-10-02,2022-09-22
"3,539",DPBOM000009813,의장(설치),F2,,D4,2022-10-21,2022-09-18
"3,540",DPBOM000009814,제작,F2,,D4,2022-09-25,2022-09-22
"3,541",DPBOM000009815,Supp 제작,F2,,D4,2022-09-25,2022-09-22
"3,542",DPBOM000009816,의장(설치),F1,,D3,2022-10-27,2022-10-06
"3,543",DPBOM000009817,철의장,F1,,D3,2022-09-22,2022-08-11
"3,544",DPBOM000009818,의장(설치),F5,,D7,2022-12-08,
"3,545",DPBOM000009819,계획,F2,,D4,2022-09-04,2022-09-04
"3,546",DPBOM000009820,계획,F5,D1,D7,2022-08-22,2022-08-22
"3,547",DPBOM000009821,계획,F4,,D6,2022-08-22,2022-08-18
"3,548",DPBOM000009822,계획,F3,D2,D5,2022-08-22,2022-08-22
"3,549",DPBOM000009823,의장,F1,,D3,2022-11-04,2022-11-03
"3,550",DPBOM000009824,의장,F1,,D3,2022-10-27,2022-10-09
"3,551",DPBOM000009825,철의장,F1,,D3,2022-09-11,2022-06-26
"3,552",DPBOM000009826,의장(설치),F5,D1,D7,2022-11-04,2022-10-21
"3,553",DPBOM000009827,철의장,F5,D1,D7,2022-10-03,2022-09-10
"3,554",DPBOM000009828,의장(설치),F2,,D4,2022-10-28,2022-09-18
"3,555",DPBOM000009829,의장(설치),F3,,D5,2022-11-04,2022-11-04
"3,556",DPBOM000009830,제작,F2,,D4,2022-10-03,2022-09-19
"3,557",DPBOM000009831,제작,F3,,D5,2022-09-26,2022-08-06
"3,558",DPBOM000009832,Supp 제작,F2,,D4,2022-10-03,2022-09-19
"3,559",DPBOM000009833,Supp 제작,F3,,D5,2022-09-26,2022-08-06
"3,560",DPBOM000009834,의장(설치),F1,,D3,2022-11-04,2022-10-06
"3,561",DPBOM000009835,의장(설치),F4,,D6,2022-10-28,2022-09-19
"3,562",DPBOM000009836,의장(설치),F4,,D6,2022-11-04,2022-10-14
"3,563",DPBOM000009837,의장(설치),F4,,D6,2022-11-04,2022-10-20
"3,564",DPBOM000009838,철의장,F1,,D3,2022-09-26,2022-08-11
"3,565",DPBOM000009839,철의장,F4,,D6,2022-09-26,2022-07-04
"3,566",DPBOM000009840,의장(설치),F5,D1,D7,2022-11-04,2022-10-21
"3,567",DPBOM000009841,철의장,F5,D1,D7,2022-10-03,2022-09-10
"3,568",DPBOM000009842,의장(설치),F2,,D4,2022-10-28,2022-09-18
"3,569",DPBOM000009843,의장(설치),F3,,D5,2022-11-04,2022-11-04
"3,570",DPBOM000009844,제작,F2,,D4,2022-10-03,2022-09-19
"3,571",DPBOM000009845,제작,F3,,D5,2022-09-26,2022-08-06
"3,572",DPBOM000009846,Supp 제작,F2,,D4,2022-10-03,2022-09-19
"3,573",DPBOM000009847,Supp 제작,F3,,D5,2022-09-26,2022-08-06
"3,574",DPBOM000009848,의장(설치),F1,,D3,2022-11-04,2022-10-06
"3,575",DPBOM000009849,의장(설치),F4,,D6,2022-10-28,2022-09-19
"3,576",DPBOM000009850,의장(설치),F4,,D6,2022-11-04,2022-10-14
"3,577",DPBOM000009851,의장(설치),F4,,D6,2022-11-04,2022-10-20
"3,578",DPBOM000009852,철의장,F1,,D3,2022-09-26,2022-08-11
"3,579",DPBOM000009853,철의장,F4,,D6,2022-09-26,2022-07-08
"3,580",DPBOM000009854,의장(설치),F5,D1,D7,2022-10-27,2022-10-21
"3,581",DPBOM000009855,철의장,F5,D1,D7,2022-09-25,2022-09-19
"3,582",DPBOM000009856,의장(설치),F2,,D4,2022-10-21,2022-09-18
"3,583",DPBOM000009857,제작,F2,,D4,2022-09-25,2022-09-19
"3,584",DPBOM000009858,Supp 제작,F2,,D4,2022-09-25,2022-09-19
"3,585",DPBOM000009859,의장(설치),F1,,D3,2022-10-27,2022-10-06
"3,586",DPBOM000009860,철의장,F1,,D3,2022-09-19,2022-08-11
"3,587",DPBOM000009861,의장(설치),F5,D1,D7,2022-10-27,2022-10-21
"3,588",DPBOM000009862,철의장,F5,D1,D7,2022-09-25,2022-09-19
"3,589",DPBOM000009863,의장(설치),F2,,D4,2022-10-21,2022-09-18
"3,590",DPBOM000009864,제작,F2,,D4,2022-09-25,2022-09-19
"3,591",DPBOM000009865,Supp 제작,F2,,D4,2022-09-25,2022-09-19
"3,592",DPBOM000009866,의장(설치),F1,,D3,2022-10-27,2022-10-06
"3,593",DPBOM000009867,철의장,F1,,D3,2022-09-19,2022-08-11
"3,594",DPBOM000009868,의장(설치),F5,,D7,2022-12-09,
"3,595",DPBOM000006189,계획,F2,,D4,2022-07-21,2022-07-21
"3,596",DPBOM000009870,계획,F5,D1,D7,2022-07-21,2022-07-10
"3,597",DPBOM000009871,의장,F1,,D3,2022-09-17,2022-09-10
"3,598",DPBOM000009872,의장,F1,,D3,2022-09-17,2022-09-16
"3,599",DPBOM000000623,철의장,F1,,D3,2022-08-05,2022-06-26
"3,600",DPBOM000009874,의장(설치),F5,D1,D7,2022-09-18,2022-09-08
"3,601",DPBOM000009875,철의장,F5,D1,D7,2022-08-19,2022-08-12
"3,602",DPBOM000002042,의장(설치),F2,,D4,2022-09-18,2022-09-01
"3,603",DPBOM000000976,제작,F2,,D4,2022-08-19,2022-08-07
"3,604",DPBOM000000977,Supp 제작,F2,,D4,2022-08-19,2022-08-07
"3,605",DPBOM000001256,의장(설치),F1,,D3,2022-09-18,2022-08-19
"3,606",DPBOM000000978,철의장,F1,,D3,2022-08-19,2022-08-15
"3,607",DPBOM000009881,의장(설치),F5,D1,D7,2022-09-18,2022-09-08
"3,608",DPBOM000009882,철의장,F5,D1,D7,2022-08-19,2022-08-12
"3,609",DPBOM000002043,의장(설치),F2,,D4,2022-09-18,2022-09-01
"3,610",DPBOM000000979,제작,F2,,D4,2022-08-19,2022-08-07
"3,611",DPBOM000000980,Supp 제작,F2,,D4,2022-08-19,2022-08-07
"3,612",DPBOM000001257,의장(설치),F1,,D3,2022-09-18,2022-08-19
"3,613",DPBOM000000981,철의장,F1,,D3,2022-08-19,2022-08-15
"3,614",DPBOM000009888,의장(설치),F7,,D4,2022-09-10,2022-09-01
"3,615",DPBOM000009889,철의장,F7,,D4,2022-08-12,2022-08-05
"3,616",DPBOM000009890,의장(설치),F5,D1,D7,2022-09-10,2022-09-08
"3,617",DPBOM000009891,철의장,F5,D1,D7,2022-08-12,2022-08-09
"3,618",DPBOM000009892,의장(설치),F2,,D4,2022-09-10,2022-09-01
"3,619",DPBOM000009893,제작,F2,,D4,2022-08-12,2022-08-07
"3,620",DPBOM000009894,Supp 제작,F2,,D4,2022-08-12,2022-08-07
"3,621",DPBOM000009895,의장(설치),F1,,D3,2022-09-10,2022-08-19
"3,622",DPBOM000009896,철의장,F1,,D3,2022-08-12,2022-08-11
"3,623",DPBOM000009897,의장(설치),F7,,D4,2022-09-10,2022-09-01
"3,624",DPBOM000009898,철의장,F7,,D4,2022-08-12,2022-08-05
"3,625",DPBOM000009899,의장(설치),F5,D1,D7,2022-09-10,2022-09-08
"3,626",DPBOM000009900,철의장,F5,D1,D7,2022-08-12,2022-08-09
"3,627",DPBOM000009901,의장(설치),F2,,D4,2022-09-10,2022-09-01
"3,628",DPBOM000009902,제작,F2,,D4,2022-08-12,2022-08-07
"3,629",DPBOM000009903,Supp 제작,F2,,D4,2022-08-12,2022-08-07
"3,630",DPBOM000009904,의장(설치),F1,,D3,2022-09-10,2022-08-19
"3,631",DPBOM000009905,철의장,F1,,D3,2022-08-12,2022-08-11
"3,632",DPBOM000009906,의장(설치),F5,,D7,2022-10-30,
"3,633",DPBOM000009907,의장(설치),F7,,D4,2022-10-30,2022-10-17
"3,634",DPBOM000006204,계획,F2,,D4,2022-07-24,2022-07-24
"3,635",DPBOM000009909,계획,F5,D1,D7,2022-07-24,2022-07-24
"3,636",DPBOM000009910,의장,F1,,D3,2022-09-22,2022-09-10
"3,637",DPBOM000009911,의장,F1,,D3,2022-09-22,2022-09-22
"3,638",DPBOM000000835,철의장,F1,,D3,2022-08-08,2022-06-26
"3,639",DPBOM000009913,의장(설치),F5,D1,D7,2022-09-23,2022-09-18
"3,640",DPBOM000009914,철의장,F5,D1,D7,2022-08-22,2022-08-20
"3,641",DPBOM000002237,의장(설치),F2,,D4,2022-09-23,2022-09-04
